,LATITUDE,LONGITUDE,ALTITUDE IN,2030 Med,Damage 2030,Damage Done 30,% 30,2060 Med,Damage 2060,Damage Done 60,Damage Done 60,% 60,LOT SIZE,LIST PRICE,year,Cluster
73,25.858773,-80.14409599999999,3.600000143,11,118949.85,3181050.15,3.604540909,21,263960.7,3036039.3,3036039.3,7.998809091,12410.0,3300000,2019,3
74,25.838229000000002,-80.125202,39.59999943,11,94651.875,3105348.125,2.9578710939999997,21,210041.25,2989958.75,2989958.75,6.563789063,9875.0,3200000,2019,3
75,25.860076,-80.142652,3.600000143,11,120416.355,3079583.645,3.763011094,21,267215.01,2932784.99,2932784.99,8.350469063,12563.0,3200000,2018,3
76,25.825045000000003,-80.132041,6.0,11,178568.55,3021421.45,5.580284626,21,396260.1,2803729.9,2803729.9,12.38316682,18630.0,3199990,2019,0
77,25.81629,-80.132406,3.600000143,11,92207.7,3097792.3,2.890523511,21,204617.4,2985382.6,2985382.6,6.414338558,9620.0,3190000,2018,3
78,25.811335,-80.122613,18.0,11,102517.6733,2897482.327,3.417255778,21,227496.1828,2772503.817,2772503.817,7.583206092,10695.63624,3000000,2019,0
79,25.844116,-80.126161,24.0,11,91057.5,2908941.5,3.035251012,21,202065.0,2797934.0,2797934.0,6.735502245,9500.0,2999999,2019,0
80,25.854126,-80.145039,3.600000143,11,97767.0,2902232.0,3.2589010860000003,21,216954.0,2783045.0,2783045.0,7.231802411,10200.0,2999999,2019,0
81,25.848713,-80.129944,40.80000114,11,125803.125,2873196.875,4.194835779,21,279168.75,2719831.25,2719831.25,9.308727909,13125.0,2999000,2017,0
82,25.809027,-80.134969,3.600000143,11,86590.89,2908409.11,2.891181636,21,192153.18,2802846.82,2802846.82,6.415798998,9034.0,2995000,2019,0
83,25.843754999999998,-80.124076,9.600000142999999,11,102517.6733,2892482.327,3.422960712,21,227496.1828,2767503.817,2767503.817,7.595865868,10695.63624,2995000,2019,0
84,25.848428,-80.127935,39.59999943,11,119812.5,2870187.5,4.0071070230000005,21,265875.0,2724125.0,2724125.0,8.892140468,12500.0,2990000,2018,0
85,25.842653,-80.174993,3.600000143,11,154615.635,2820384.365,5.197164202,21,343106.37,2631893.63,2631893.63,11.53298723,16131.0,2975000,2018,0
86,25.843985,-80.174943,3.600000143,11,109173.15,2840826.85,3.700784746,21,242265.3,2707734.7,2707734.7,8.212383051,11390.0,2950000,2019,0
87,25.841431,-80.12498000000001,36.0,11,71149.455,2677850.545,2.5881940709999998,21,157887.21,2591112.79,2591112.79,5.743441615,7423.0,2749000,2019,0
88,25.849172,-80.129113,37.19999886,11,138177.36,2606822.64,5.033783607,21,306628.32,2438371.68,2438371.68,11.1704306,14416.0,2745000,2019,0
89,25.820883,-80.136462,4.800000072,11,61727.4,2628272.6,2.294698885,21,136978.8,2553021.2,2553021.2,5.092148699,6440.0,2690000,2019,0
90,25.84287,-80.12831,16.79999971,11,70861.905,2619138.095,2.634271561,21,157249.11,2532750.89,2532750.89,5.845691822,7393.0,2690000,2019,0
91,25.842374,-80.122885,12.0,11,102517.6733,2546482.327,3.870051843,21,227496.1828,2421503.817,2421503.817,8.588002369,10695.63624,2649000,2019,0
92,25.84279,-80.12377099999999,3.600000143,11,102517.6733,2546482.327,3.870051843,21,227496.1828,2421503.817,2421503.817,8.588002369,10695.63624,2649000,2019,0
93,25.816727,-80.187744,100.7999954,11,131889.6,2468110.4,5.072676923,21,292675.2,2307324.8,2307324.8,11.25673846,13760.0,2600000,2019,0
94,25.822246,-80.136167,3.600000143,11,102517.6733,2487482.327,3.9582113260000003,21,227496.1828,2362503.817,2362503.817,8.7836364,10695.63624,2590000,2019,0
95,25.845879,-80.15991899999999,3.600000143,11,77159.25,2472840.75,3.025852941,21,171223.5,2378776.5,2378776.5,6.714647059,8050.0,2550000,2017,0
96,25.842163,-80.129573,10.79999971,11,106278.48,2393721.52,4.2511392,21,235841.76,2264158.24,2264158.24,9.4336704,11088.0,2500000,2018,0
97,25.844403,-80.150176,3.600000143,11,86265.0,2408735.0,3.45751503,21,191430.0,2303570.0,2303570.0,7.67254509,9000.0,2495000,2019,0
98,25.815054999999997,-80.18775699999999,109.20000459999999,11,192064.23,2297935.77,7.7134228920000005,21,426208.26,2063791.74,2063791.74,17.11679759,20038.0,2490000,2019,0
99,25.832106,-80.124617,36.0,11,71887.5,2408112.5,2.898689516,21,159525.0,2320475.0,2320475.0,6.432459677000001,7500.0,2480000,2019,0
100,25.861228,-80.133051,3.600000143,11,97767.0,2352233.0,3.9904897960000003,21,216954.0,2233046.0,2233046.0,8.855265306,10200.0,2450000,2019,0
101,25.835010999999998,-80.124158,34.80000114,11,91910.565,2358089.435,3.7514516330000003,21,203958.03,2246041.97,2246041.97,8.324817551,9589.0,2450000,2019,0
102,25.822526,-80.132487,14.40000057,11,71590.365,2323409.635,2.98915929,21,158865.63,2236134.37,2236134.37,6.6332204589999995,7469.0,2395000,2019,0
103,25.818260000000002,-80.185514,75.60000229,11,164037.69,2230962.31,6.84917286,21,364014.78,2030985.22,2030985.22,15.19894697,17114.0,2395000,2019,0
104,25.837507000000002,-80.125129,39.59999943,11,72730.98,2317269.02,3.043137238,21,161396.76,2228603.24,2228603.24,6.75300251,7588.0,2390000,2019,0
105,25.854441,-80.14354,6.0,11,105914.25,2269085.75,4.459547368,21,235033.5,2139966.5,2139966.5,9.896147368,11050.0,2375000,2019,0
106,25.842292,-80.1283,25.19999886,11,254242.125,2095757.875,10.81881383,21,564186.75,1785813.25,1785813.25,24.00794681,26525.0,2350000,2019,0
107,25.811638000000002,-80.12631800000001,40.80000114,11,105435.0,2243565.0,4.488505747,21,233970.0,2115030.0,2115030.0,9.960408685,11000.0,2349000,2019,0
108,25.852507,-80.13112199999999,3.600000143,11,118710.225,2230289.775,5.053649425,21,263428.95,2085571.05,2085571.05,11.21451469,12385.0,2349000,2019,0
109,25.84498,-80.179058,7.200000286,11,111099.735,2187900.265,4.832524358,21,246540.57,2052459.43,2052459.43,10.72381775,11591.0,2299000,2018,0
110,25.810494,-80.131939,3.600000143,11,122064.975,2152935.025,5.365493407,21,270873.45,2004126.55,2004126.55,11.90652527,12735.0,2275000,2019,0
111,25.856295000000003,-80.13515699999999,4.800000072,11,114061.5,2110938.5,5.126359551,21,253113.0,1971887.0,1971887.0,11.37586517,11900.0,2225000,2019,0
112,25.827353,-80.132325,3.600000143,11,109844.1,2090155.9,4.992913636,21,243754.2,1956245.8,1956245.8,11.07973636,11460.0,2200000,2019,0
113,25.843889,-80.123633,30.0,11,102517.6733,2097482.327,4.659894242,21,227496.1828,1972503.8169999998,1972503.8169999998,10.34073558,10695.63624,2200000,2019,0
114,25.831360999999998,-80.18226800000001,84.0,11,223857.675,1976142.325,10.17534886,21,496760.85,1703239.15,1703239.15,22.58003864,23355.0,2200000,2019,0
115,25.841454000000002,-80.125382,38.40000057,11,66500.73,2133499.27,3.022760455,21,147571.26,2052428.74,2052428.74,6.707784545,6938.0,2200000,2018,0
116,25.817343,-80.136358,22.79999971,11,83494.935,2115505.065,3.796950205,21,185282.97,2013717.03,2013717.03,8.425783082999999,8711.0,2199000,2019,0
117,25.823979,-80.13547700000001,3.600000143,11,95313.24,2103686.76,4.3343901769999995,21,211508.88,1987491.12,1987491.12,9.618412005,9944.0,2199000,2018,0
118,25.8218,-80.135688,3.600000143,11,90865.8,2106134.2,4.135903505,21,201639.6,1995360.4,1995360.4,9.177951752,9480.0,2197000,2019,0
119,25.811441000000002,-80.127584,43.19999886,11,191700.0,1998300.0,8.753424658,21,425400.0,1764600.0,1764600.0,19.42465753,20000.0,2190000,2018,0
120,25.844986,-80.175224,2.400000036,11,118614.375,2058385.625,5.448524345,21,263216.25,1913783.75,1913783.75,12.09077859,12375.0,2177000,2018,0
121,25.849823999999998,-80.13600799999999,3.600000143,11,84223.395,2065776.605,3.9173672089999996,21,186899.49,1963100.51,1963100.51,8.692999535,8787.0,2150000,2019,0
122,25.836174,-80.130493,21.59999943,11,88661.25,2011338.75,4.221964286,21,196747.5,1903252.5,1903252.5,9.368928571,9250.0,2100000,2019,0
123,25.811151000000002,-80.131242,8.399999857000001,11,93453.75,2006546.25,4.450178571,21,207382.5,1892617.5,1892617.5,9.875357142999999,9750.0,2100000,2019,0
124,25.818622,-80.131372,7.200000286,11,95111.955,2004888.045,4.5291407139999995,21,211062.21,1888937.79,1888937.79,10.05058143,9923.0,2100000,2018,0
125,25.852948,-80.174667,16.79999971,11,140592.78,1909407.22,6.85818439,21,311988.36,1738011.64,1738011.64,15.21894439,14668.0,2050000,2019,0
126,25.846785,-80.157344,3.600000143,11,88182.0,1961818.0,4.301560976,21,195684.0,1854316.0,1854316.0,9.545560976,9200.0,2050000,2019,0
127,25.838618,-80.131941,9.600000142999999,11,81836.73,1918163.27,4.091836499999999,21,181603.26,1818396.74,1818396.74,9.080163,8538.0,2000000,2019,0
128,25.817535999999997,-80.127746,31.19999886,11,71887.5,1928110.5,3.5943785939999997,21,159525.0,1840473.0,1840473.0,7.976257976,7500.0,1999998,2019,0
129,25.816163,-80.185693,82.80000114,11,139950.585,1855049.415,7.015066917,21,310563.27,1684436.73,1684436.73,15.5670812,14601.0,1995000,2019,0
130,25.852879,-80.175823,28.80000114,11,134036.64,1860963.36,6.718628571,21,297439.68,1697560.32,1697560.32,14.90925714,13984.0,1995000,2019,0
131,25.860616,-80.131175,7.200000286,11,107706.645,1882293.355,5.4123942210000004,21,239010.99,1750989.01,1750989.01,12.01060251,11237.0,1990000,2019,0
132,25.834303,-80.129428,20.40000057,11,78721.605,1871278.395,4.037005385,21,174690.51,1775309.49,1775309.49,8.958487692,8213.0,1950000,2019,0
133,25.845409,-80.179541,3.600000143,11,99099.315,1750900.685,5.35671973,21,219910.53,1630089.47,1630089.47,11.88705568,10339.0,1850000,2019,0
134,25.861095000000002,-80.13202199999999,4.800000072,11,107706.645,1742293.355,5.821980811,21,239010.99,1610989.01,1610989.01,12.91951297,11237.0,1850000,2019,0
135,25.813873,-80.136842,51.60000229,11,57510.0,1791490.0,3.110329908,21,127620.0,1721380.0,1721380.0,6.9021092479999995,6000.0,1849000,2019,0
136,25.818818,-80.192644,162.0,11,102517.6733,1697482.3269999998,5.695426296,21,227496.1828,1572503.8169999998,1572503.8169999998,12.63867682,10695.63624,1800000,2019,0
137,25.809156,-80.129584,31.19999886,11,71887.5,1727112.5,3.995969983,21,159525.0,1639475.0,1639475.0,8.867426348,7500.0,1799000,2018,0
138,25.81583,-80.137046,33.59999943,11,92016.0,1678754.0,5.196383494,21,204192.0,1566578.0,1566578.0,11.53125476,9600.0,1770770,2016,0
139,25.817865,-80.187568,102.0,11,229004.82,1520995.18,13.08598971,21,508182.84,1241817.16,1241817.16,29.03901943,23892.0,1750000,2019,0
140,25.831188,-80.183848,110.3999977,11,183552.75,1541447.25,10.64073913,21,407320.5,1317679.5,1317679.5,23.61278261,19150.0,1725000,2018,0
