type	latitude	longitude	altitude (ft)	eos	name
T	25.855374000	-80.193103000	5.0		
T	25.855374000	-80.193103000	5.0		
T	25.846572000	-80.152012000	0.3		
T	25.863152000	-80.192825000	7.1		
T	25.850765000	-80.136237000	2.5		
T	25.855374000	-80.193103000	5.0		
T	25.855374000	-80.193103000	5.0		
T	25.860106000	-80.128114000	0.0		
T	25.840449000	-80.187241000	8.2		
T	25.857707000	-80.183083000	7.6		
T	25.851492000	-80.189977000	3.7		
T	25.855374000	-80.193103000	5.0		
T	25.855374000	-80.193103000	5.0		
T	25.850498000	-80.135938000	1.8		
T	25.850673000	-80.177198000	3.7		
T	25.856197000	-80.189820000	7.4		
T	25.857539000	-80.182737000	7.1		
T	25.813153000	-80.191714000	13.9		
T	25.854266000	-80.180662000	7.0		
T	25.813153000	-80.191714000	13.9		
T	25.848643000	-80.177463000	3.1		
T	25.855374000	-80.193103000	5.0		
T	25.859278000	-80.180926000	8.0		
T	25.849117000	-80.177304000	3.0		
T	25.855374000	-80.193103000	5.0		
T	25.857374000	-80.126488000	0.6		
T	25.857314000	-80.182600000	6.9		
T	25.855374000	-80.193103000	5.0		
T	25.855374000	-80.193103000	5.0		
T	25.855374000	-80.193103000	5.0		
T	25.858674000	-80.128176000	0.3		
T	25.820228000	-80.193232000	14.1		
T	25.850180000	-80.157799000	0.4		
T	25.858192000	-80.188637000	6.7		
T	25.838874000	-80.180015000	2.3		
T	25.855374000	-80.193103000	5.0		
T	25.849326000	-80.179778000	3.8		
T	25.854527000	-80.157285000	0.3		
T	25.855433000	-80.133816000	0.3		
T	25.856698000	-80.181395000	7.5		
T	25.863152000	-80.192825000	7.1		
T	25.859283000	-80.177230000	7.1		
T	25.813153000	-80.191714000	13.9		
T	25.853325000	-80.142415000	0.3		
T	25.854820000	-80.190224000	8.5		
T	25.826283000	-80.189552000	14.4		
T	25.839805000	-80.187725000	8.5		
T	25.854109000	-80.126280000	0.3		
T	25.855374000	-80.193103000	5.0		
T	25.863152000	-80.192825000	7.1		
T	25.852646000	-80.132458000	1.8		
T	25.855116000	-80.176962000	8.1		
T	25.855374000	-80.193103000	5.0		
T	25.855374000	-80.193103000	5.0		
T	25.847664000	-80.145714000	0.3		
T	25.855374000	-80.193103000	5.0		
T	25.863152000	-80.192825000	7.1		
T	25.863152000	-80.192825000	7.1		
T	25.848964000	-80.183313000	5.5		
T	25.813153000	-80.191714000	13.9		
T	25.850932000	-80.191308000	4.3		
T	25.857691000	-80.127529000	0.3		
T	25.853302000	-80.133770000	3.5		
T	25.855374000	-80.193103000	5.0		
T	25.855374000	-80.193103000	5.0		
T	25.853292000	-80.126235000	0.3		
T	25.855374000	-80.193103000	5.0		
T	25.855374000	-80.193103000	5.0		
T	25.855374000	-80.193103000	5.0		
T	25.837996000	-80.120382000	2.9		
T	25.845698000	-80.190940000	6.6		
T	25.855374000	-80.193103000	5.0		
T	25.858469000	-80.128222000	0.3		
T	25.847540000	-80.120541000	3.6		
T	25.855374000	-80.193103000	5.0		
T	25.855374000	-80.193103000	5.0		
T	25.854558000	-80.133527000	1.7		
T	25.855374000	-80.193103000	5.0		
T	25.855057000	-80.177075000	8.5		
T	25.855374000	-80.193103000	5.0		
T	25.852585000	-80.191060000	3.6		
T	25.861736000	-80.121395000	5.5		
T	25.863152000	-80.192825000	7.1		
T	25.857556000	-80.127421000	0.3		
T	25.811387000	-80.124298000	3.0		
T	25.858233000	-80.127939000	0.3		
T	25.834101000	-80.120254000	3.1		
T	25.863152000	-80.192825000	7.1		
T	25.855374000	-80.193103000	5.0		
T	25.854285000	-80.157277000	0.3		
T	25.846208000	-80.153935000	0.3		
T	25.819285000	-80.193827000	13.8		
T	25.822421000	-80.126499000	3.6		
T	25.851156000	-80.189583000	3.7		
T	25.853359000	-80.157215000	0.3		
T	25.856318000	-80.183323000	6.8		
T	25.846110000	-80.175354000	0.3		
T	25.847598000	-80.150258000	0.3		
T	25.851627000	-80.122692000	3.5		
T	25.855374000	-80.193103000	5.0		
T	25.818145000	-80.190295000	11.0		
T	25.844498000	-80.146607000	0.3		
T	25.863152000	-80.192825000	7.1		
T	25.834101000	-80.120254000	3.1		
T	25.839111000	-80.187080000	8.5		
T	25.857455000	-80.189092000	6.8		
T	25.852592000	-80.192637000	3.7		
T	25.848612000	-80.119698000	3.0		
T	25.855374000	-80.193103000	5.0		
T	25.855374000	-80.193103000	5.0		
T	25.855374000	-80.193103000	5.0		
T	25.826760000	-80.192879000	12.8		
T	25.833767000	-80.181327000	5.2		
T	25.855374000	-80.193103000	5.0		
T	25.855374000	-80.193103000	5.0		
T	25.971750000	-80.183777000	6.0		
T	25.851352000	-80.181686000	8.4		
T	25.853882000	-80.139781000	0.3		
T	25.855374000	-80.193103000	5.0		
T	25.833600000	-80.193177000	11.0		
T	25.844520000	-80.193776000	6.6		
T	25.857176000	-80.188941000	7.4		
T	25.855374000	-80.193103000	5.0		
T	25.855374000	-80.193103000	5.0		
T	25.855122000	-80.188852000	8.2		
T	25.857101000	-80.188940000	7.5		
T	25.813688000	-80.123144000	5.1		
T	25.824932000	-80.192469000	13.9		
T	25.845290000	-80.190472000	7.2		
T	25.857157000	-80.188941000	7.5		
T	25.822421000	-80.126499000	3.6		
T	25.858652000	-80.120119000	3.8		
T	25.813153000	-80.191714000	13.9		
T	25.827523000	-80.189138000	14.2		
T	25.813153000	-80.191714000	13.9		
T	25.855374000	-80.193103000	5.0		
T	25.822421000	-80.126499000	3.6		
T	25.851476000	-80.192724000	4.3		
T	25.849435000	-80.157650000	1.2		
T	25.831128000	-80.193722000	11.3		
T	25.813153000	-80.191714000	13.9		
T	25.843889000	-80.191306000	5.8		
T	25.855374000	-80.193103000	5.0		
T	25.827102000	-80.190645000	13.8		
T	25.855374000	-80.193103000	5.0		
T	25.851817000	-80.191033000	3.9		
T	25.858492000	-80.186084000	8.2		
T	25.845122000	-80.147828000	0.3		
T	25.827742000	-80.190220000	13.8		
T	25.845122000	-80.147828000	0.3		
T	25.813153000	-80.191714000	13.9		
T	25.848261000	-80.120582000	3.8		
T	25.851006000	-80.157690000	0.3		
T	25.850182000	-80.191202000	4.6		
T	25.822741000	-80.126110000	3.6		
T	25.855374000	-80.193103000	5.0		
T	25.848098000	-80.120576000	3.8		
T	25.855374000	-80.193103000	5.0		
T	25.863152000	-80.192825000	7.1		
T	25.863152000	-80.192825000	7.1		
T	25.849217000	-80.159782000	1.3		
T	25.830823000	-80.193105000	11.9		
T	25.847933000	-80.120570000	3.8		
T	25.827644000	-80.189634000	14.1		
T	25.828135000	-80.189787000	13.8		
T	25.830820000	-80.193255000	11.7		
T	25.856570000	-80.186994000	8.2		
T	25.851854000	-80.138726000	3.6		
T	25.851854000	-80.138726000	3.6		
T	25.848261000	-80.120582000	3.8		
T	25.827744000	-80.190067000	13.9		
T	25.844641000	-80.190727000	6.9		
T	25.863152000	-80.192825000	7.1		
T	25.853279000	-80.144687000	0.2		
T	25.813153000	-80.191714000	13.9		
T	25.847923000	-80.121749000	0.9		
T	25.813153000	-80.191714000	13.9		
T	25.828942000	-80.190737000	13.2		
T	25.847532000	-80.189781000	6.4		
T	25.855374000	-80.193103000	5.0		
T	25.828940000	-80.190889000	13.2		
T	25.813153000	-80.191714000	13.9		
T	25.827281000	-80.190050000	14.1		
T	25.762349000	-80.148337000	2.4		
T	25.763081000	-80.148462000	2.6		
T	25.763345000	-80.137005000	4.4		
T	25.762742000	-80.135973000	3.6		
T	25.761705000	-80.135689000	6.0		
T	25.758870000	-80.137159000	4.2		
T	25.760509000	-80.136691000	9.0		
T	25.763345000	-80.137005000	4.4		
T	25.760509000	-80.136691000	9.0		
T	25.760509000	-80.136691000	9.0		
T	25.762013000	-80.147746000	3.1		
T	25.762291000	-80.134711000	5.6		
T	25.762734000	-80.148466000	3.0		
T	25.759740000	-80.137181000	8.6		
T	25.762003000	-80.147743000	3.1		
T	25.762291000	-80.134711000	5.6		
T	25.760509000	-80.136691000	9.0		
T	25.761705000	-80.135689000	6.0		
T	25.763345000	-80.137005000	4.4		
T	25.763345000	-80.137005000	4.4		
T	25.761471000	-80.146999000	3.1		
T	25.761239000	-80.136518000	8.2		
T	25.761705000	-80.135689000	6.0		
T	25.763038000	-80.148468000	2.6		
T	25.762593000	-80.148548000	2.8		
T	25.762742000	-80.135973000	3.6		
T	25.762649000	-80.148442000	3.2		
T	25.761705000	-80.135689000	6.0		
T	25.763616000	-80.148591000	2.3		
T	25.762375000	-80.148223000	2.9		
T	25.759740000	-80.137181000	8.6		
T	25.762742000	-80.135973000	3.6		
T	25.763345000	-80.137005000	4.4		
T	25.762742000	-80.135973000	3.6		
T	25.759740000	-80.137181000	8.6		
T	25.761239000	-80.136518000	8.2		
T	25.762291000	-80.134711000	5.6		
T	25.762013000	-80.147743000	3.1		
T	25.760891000	-80.144842000	0.6		
T	25.762016000	-80.147745000	3.1		
T	25.761705000	-80.135689000	6.0		
T	25.760509000	-80.136691000	9.0		
T	25.761705000	-80.135689000	6.0		
T	25.761470000	-80.146995000	3.1		
T	25.762816000	-80.148474000	2.9		
T	25.760509000	-80.136691000	9.0		
T	25.762706000	-80.144003000	1.3		
T	25.760509000	-80.136691000	9.0		
T	25.759420000	-80.137940000	6.1		
T	25.757878000	-80.141445000	0.7		
T	25.759096000	-80.143890000	0.3		
T	25.757888000	-80.141448000	0.7		
T	25.760882000	-80.144844000	0.6		
T	25.757377000	-80.138925000	3.1		
T	25.761060000	-80.146264000	3.2		
T	25.757763000	-80.138306000	3.6		
T	25.759095000	-80.143869000	0.3		
T	25.758391000	-80.142388000	0.8		
T	25.758868000	-80.137155000	4.2		
T	25.758870000	-80.137159000	4.2		
T	25.757770000	-80.138306000	3.6		
T	25.758393000	-80.142398000	0.8		
T	25.757885000	-80.141445000	0.7		
T	25.757768000	-80.138302000	3.6		
T	25.758418000	-80.141673000	1.4		
T	25.757384000	-80.138925000	3.1		
T	25.758385000	-80.142393000	0.8		
T	25.757383000	-80.138927000	3.1		
T	25.757379000	-80.138927000	3.1		
T	25.757878000	-80.141445000	0.7		
T	25.762683000	-80.148590000	3.0		
T	25.759093000	-80.143880000	0.3		
T	25.758383000	-80.142389000	0.8		
T	25.758591000	-80.143058000	0.4		
T	25.757378000	-80.138927000	3.1		
T	25.762655000	-80.147914000	2.6		
T	25.763522000	-80.148567000	2.6		
T	25.757384000	-80.138926000	3.1		
T	25.759102000	-80.143885000	0.3		
T	25.757377000	-80.138925000	3.1		
T	25.757772000	-80.138303000	3.6		
T	25.758398000	-80.142396000	0.8		
T	25.758378000	-80.142391000	0.7		
T	25.757379000	-80.138925000	3.1		
T	25.759639000	-80.143450000	0.3		
T	25.762310000	-80.143450000	1.1		
T	25.757769000	-80.138306000	3.6		
T	25.757770000	-80.138302000	3.6		
T	25.757771000	-80.138302000	3.6		
T	25.757379000	-80.138928000	3.1		
T	25.762206000	-80.144608000	0.8		
T	25.762301000	-80.144693000	1.0		
T	25.761042000	-80.141003000	7.3		
T	25.762299000	-80.144729000	1.1		
T	25.763345000	-80.137005000	4.4		
T	25.763345000	-80.137005000	4.4		
T	25.763345000	-80.137005000	4.4		
T	25.763345000	-80.137005000	4.4		
T	25.763345000	-80.137005000	4.4		
T	25.763345000	-80.137005000	4.4		
T	25.761705000	-80.135689000	6.0		
T	25.763345000	-80.137005000	4.4		
T	25.761042000	-80.141003000	7.3		
T	25.762015000	-80.147741000	3.1		
T	25.763345000	-80.137005000	4.4		
T	25.763345000	-80.137005000	4.4		
T	25.759740000	-80.137181000	8.6		
T	25.763107000	-80.148582000	3.0		
T	25.762742000	-80.135973000	3.6		
T	25.763345000	-80.137005000	4.4		
T	25.762291000	-80.134711000	5.6		
T	25.763345000	-80.137005000	4.4		
T	25.762895000	-80.148631000	3.2		
T	25.763345000	-80.137005000	4.4		
T	25.763345000	-80.137005000	4.4		
T	25.763081000	-80.148462000	2.6		
T	25.764022000	-80.148778000	0.3		
T	25.760509000	-80.136691000	9.0		
T	25.761064000	-80.146268000	3.2		
T	25.761705000	-80.135689000	6.0		
T	25.763345000	-80.137005000	4.4		
T	25.763345000	-80.137005000	4.4		
T	25.763345000	-80.137005000	4.4		
T	25.763345000	-80.137005000	4.4		
T	25.762742000	-80.135973000	3.6		
T	25.763345000	-80.137005000	4.4		
T	25.763345000	-80.137005000	4.4		
T	25.762013000	-80.147743000	3.1		
T	25.762940000	-80.147626000	3.0		
T	25.763345000	-80.137005000	4.4		
T	25.762742000	-80.135973000	3.6		
T	25.763345000	-80.137005000	4.4		
T	25.763345000	-80.137005000	4.4		
T	25.761046000	-80.146267000	3.2		
T	25.763345000	-80.137005000	4.4		
T	25.763345000	-80.137005000	4.4		
T	25.763345000	-80.137005000	4.4		
T	25.760484000	-80.145559000	3.2		
T	25.762854000	-80.148625000	3.1		
T	25.763345000	-80.137005000	4.4		
T	25.762392000	-80.148375000	2.4		
T	25.763345000	-80.137005000	4.4		
T	25.763345000	-80.137005000	4.4		
T	25.763345000	-80.137005000	4.4		
T	25.763345000	-80.137005000	4.4		
T	25.763345000	-80.137005000	4.4		
T	25.761481000	-80.146997000	3.1		
T	25.758051000	-80.137586000	3.9		
T	25.763345000	-80.137005000	4.4		
T	25.763345000	-80.137005000	4.4		
T	25.763345000	-80.137005000	4.4		
T	25.763314000	-80.137154000	5.0		
T	25.763345000	-80.137005000	4.4		
T	25.759740000	-80.137181000	8.6		
T	25.762742000	-80.135973000	3.6		
T	25.762742000	-80.135973000	3.6		
T	25.762004000	-80.147736000	3.1		
T	25.763972000	-80.148757000	0.8		
T	25.761705000	-80.135689000	6.0		
T	25.759740000	-80.137181000	8.6		
T	25.763616000	-80.148751000	3.1		
T	25.761705000	-80.135689000	6.0		
T	25.762706000	-80.144003000	1.3		
T	25.763821000	-80.148769000	1.9		
T	25.762291000	-80.134711000	5.6		
T	25.761705000	-80.135689000	6.0		
T	25.760509000	-80.136691000	9.0		
T	25.758868000	-80.137157000	4.2		
T	25.761471000	-80.146991000	3.1		
T	25.758864000	-80.137158000	4.2		
T	25.760328000	-80.144930000	1.3		
T	25.761474000	-80.146991000	3.1		
T	25.761705000	-80.135689000	6.0		
T	25.758864000	-80.137158000	4.2		
T	25.757878000	-80.141445000	0.7		
T	25.762010000	-80.147744000	3.1		
T	25.758867000	-80.137159000	4.2		
T	25.760509000	-80.136691000	9.0		
T	25.758051000	-80.137593000	3.9		
T	25.758418000	-80.141670000	1.4		
T	25.757771000	-80.138304000	3.6		
T	25.757771000	-80.138304000	3.6		
T	25.762526000	-80.148344000	2.8		
T	25.761488000	-80.146998000	3.1		
T	25.758868000	-80.137155000	4.2		
T	25.758392000	-80.142392000	0.8		
T	25.758870000	-80.137156000	4.2		
T	25.757767000	-80.138301000	3.6		
T	25.758862000	-80.137156000	4.2		
T	25.761046000	-80.146262000	3.2		
T	25.760489000	-80.145574000	3.2		
T	25.762888000	-80.148451000	2.7		
T	25.758865000	-80.137156000	4.2		
T	25.760509000	-80.136691000	9.0		
T	25.758866000	-80.137156000	4.2		
T	25.758864000	-80.137159000	4.2		
T	25.757886000	-80.141442000	0.7		
T	25.760509000	-80.136691000	9.0		
T	25.757769000	-80.138303000	3.6		
T	25.757773000	-80.138304000	3.6		
T	25.763875000	-80.148720000	1.5		
T	25.758051000	-80.137589000	3.9		
T	25.757383000	-80.137863000	3.6		
T	25.757379000	-80.138926000	3.1		
T	25.762487000	-80.148318000	2.8		
T	25.759121000	-80.143863000	0.3		
T	25.763680000	-80.148598000	2.2		
T	25.757768000	-80.138302000	3.6		
T	25.759114000	-80.143871000	0.3		
T	25.762768000	-80.148613000	3.0		
T	25.757765000	-80.138302000	3.6		
T	25.758865000	-80.137160000	4.2		
T	25.759627000	-80.143432000	0.3		
T	25.757382000	-80.138926000	3.1		
T	25.759641000	-80.143433000	0.3		
T	25.758385000	-80.142393000	0.8		
T	25.758396000	-80.142389000	0.8		
T	25.757764000	-80.138300000	3.6		
T	25.757382000	-80.138928000	3.1		
T	25.758411000	-80.141670000	1.4		
T	25.757380000	-80.137866000	3.6		
T	25.758384000	-80.142397000	0.7		
T	25.758593000	-80.143063000	0.4		
T	25.757382000	-80.138925000	3.1		
T	25.757377000	-80.138925000	3.1		
T	25.757382000	-80.138925000	3.1		
T	25.757377000	-80.138925000	3.1		
T	25.758415000	-80.141674000	1.4		
T	25.757771000	-80.138303000	3.6		
T	25.757873000	-80.141445000	0.7		
T	25.757377000	-80.138927000	3.1		
T	25.757772000	-80.138303000	3.6		
T	25.757773000	-80.138306000	3.6		
T	25.757379000	-80.138928000	3.1		
T	25.759098000	-80.143880000	0.3		
T	25.757145000	-80.138078000	3.3		
T	25.757377000	-80.138926000	3.1		
T	25.762206000	-80.144608000	0.8		
T	25.762310000	-80.143450000	1.1		
T	25.762310000	-80.143450000	1.1		
T	25.762310000	-80.143450000	1.1		
T	25.688635000	-80.175447000	3.1		
T	25.689927000	-80.175503000	3.3		
T	25.683402000	-80.170224000	3.0		
T	25.694930000	-80.172517000	3.3		
T	25.696670000	-80.170865000	2.5		
T	25.684285000	-80.169404000	3.4		
T	25.683187000	-80.161418000	2.1		
T	25.696127000	-80.171561000	2.9		
T	25.686734000	-80.171871000	3.1		
T	25.683685000	-80.168793000	3.3		
T	25.687332000	-80.172522000	3.3		
T	25.684726000	-80.165733000	2.7		
T	25.689339000	-80.175598000	3.3		
T	25.684480000	-80.171895000	3.3		
T	25.684267000	-80.171555000	3.3		
T	25.685803000	-80.175929000	3.3		
T	25.685099000	-80.170985000	3.0		
T	25.683158000	-80.161725000	3.3		
T	25.689008000	-80.173345000	3.3		
T	25.685013000	-80.166889000	1.5		
T	25.685193000	-80.162782000	3.3		
T	25.686283000	-80.176571000	2.9		
T	25.685422000	-80.169310000	3.6		
T	25.683133000	-80.162026000	3.3		
T	25.685521000	-80.163355000	3.3		
T	25.684147000	-80.170542000	2.6		
T	25.685392000	-80.173245000	1.1		
T	25.697816000	-80.157871000	3.3		
T	25.694820000	-80.158807000	3.3		
T	25.694636000	-80.158450000	3.3		
T	25.695099000	-80.158823000	3.3		
T	25.684792000	-80.166703000	2.9		
T	25.690020000	-80.173469000	3.3		
T	25.691393000	-80.173468000	3.3		
T	25.685460000	-80.163020000	3.3		
T	25.685467000	-80.167847000	3.3		
T	25.684297000	-80.163640000	3.2		
T	25.697283000	-80.166538000	3.3		
T	25.752594000	-80.202306000	13.7		
T	25.695012000	-80.169366000	3.8		
T	25.694945000	-80.169835000	3.6		
T	25.691446000	-80.171220000	3.4		
T	25.693434000	-80.172027000	3.3		
T	25.697010000	-80.166746000	3.3		
T	25.754160000	-80.201331000	14.8		
T	25.693672000	-80.169814000	3.7		
T	25.692737000	-80.171063000	3.4		
T	25.690002000	-80.167767000	3.6		
T	25.693693000	-80.165316000	3.3		
T	25.692518000	-80.166942000	3.4		
T	25.693041000	-80.162081000	3.3		
T	25.687286000	-80.164794000	3.3		
T	25.685991000	-80.164610000	3.3		
T	25.693603000	-80.162320000	3.3		
T	25.754070000	-80.201460000	14.8		
T	25.685547000	-80.174309000	3.3		
T	25.686742000	-80.169250000	3.9		
T	25.689176000	-80.167024000	3.6		
T	25.694370000	-80.169131000	3.5		
T	25.692519000	-80.165325000	3.3		
T	25.694100000	-80.169361000	3.8		
T	25.688772000	-80.168061000	3.3		
T	25.692447000	-80.162714000	3.3		
T	25.689592000	-80.168512000	3.6		
T	25.684918000	-80.161305000	3.3		
T	25.696186000	-80.167340000	3.3		
T	25.689515000	-80.171891000	3.3		
T	25.696711000	-80.169603000	3.6		
T	25.696376000	-80.167061000	3.3		
T	25.688757000	-80.165783000	3.6		
T	25.698029000	-80.167441000	3.3		
T	25.693097000	-80.162514000	3.3		
T	25.692512000	-80.167751000	3.3		
T	25.694344000	-80.165281000	3.3		
T	25.691026000	-80.172163000	3.3		
T	25.686664000	-80.167471000	3.4		
T	25.695592000	-80.165768000	3.3		
T	25.692612000	-80.162652000	3.3		
T	25.692713000	-80.167675000	3.3		
T	25.687302000	-80.165297000	3.3		
T	25.742387000	-80.218234000	17.3		
T	25.686286000	-80.166751000	3.3		
T	25.697283000	-80.168869000	3.3		
T	25.688693000	-80.169572000	3.9		
T	25.695145000	-80.160123000	3.3		
T	25.691036000	-80.168513000	3.5		
T	25.693291000	-80.164952000	3.3		
T	25.686289000	-80.165588000	3.3		
T	25.688421000	-80.172177000	3.3		
T	25.752860000	-80.202360000	13.8		
T	25.689289000	-80.170784000	3.3		
T	25.684721000	-80.173707000	3.3		
T	25.692881000	-80.167277000	3.6		
T	25.692992000	-80.170836000	3.6		
T	25.694099000	-80.171951000	3.3		
T	25.694109000	-80.169822000	3.4		
T	25.695805000	-80.165781000	3.3		
T	25.698674000	-80.157161000	3.2		
T	25.696131000	-80.170349000	3.3		
T	25.746044000	-80.214159000	13.1		
T	25.694379000	-80.171682000	3.3		
T	25.695744000	-80.164704000	3.3		
T	25.695437000	-80.162038000	3.3		
T	25.694326000	-80.162456000	3.3		
T	25.694789000	-80.170894000	3.3		
T	25.697417000	-80.164619000	3.3		
T	25.749925000	-80.205723000	14.1		
T	25.746412000	-80.214368000	13.0		
T	25.691694000	-80.166895000	3.3		
T	25.749712000	-80.206048000	13.7		
T	25.697891000	-80.167618000	3.3		
T	25.696752000	-80.157910000	3.3		
T	25.762946000	-80.199189000	22.6		
T	25.690377000	-80.171276000	3.5		
T	25.689186000	-80.170034000	3.7		
T	25.691456000	-80.170014000	3.5		
T	25.689386000	-80.165782000	3.3		
T	25.746753000	-80.218060000	8.6		
T	25.750604000	-80.212750000	13.1		
T	25.747530000	-80.216061000	9.8		
T	25.749932000	-80.205571000	14.2		
T	25.692696000	-80.164915000	3.3		
T	25.688366000	-80.168958000	3.5		
T	25.696309000	-80.164734000	3.3		
T	25.697418000	-80.165090000	3.3		
T	25.689386000	-80.162549000	3.3		
T	25.690645000	-80.170884000	3.6		
T	25.746548000	-80.217638000	8.9		
T	25.747784000	-80.213399000	12.2		
T	25.692308000	-80.168611000	3.3		
T	25.697534000	-80.167373000	3.3		
T	25.754045000	-80.214363000	8.5		
T	25.747415000	-80.214002000	11.8		
T	25.692891000	-80.168878000	3.3		
T	25.699085000	-80.165085000	3.6		
T	25.746142000	-80.217982000	9.5		
T	25.749944000	-80.205257000	14.2		
T	25.690390000	-80.168867000	3.6		
T	25.687677000	-80.164904000	3.6		
T	25.753787000	-80.214507000	8.2		
T	25.745483000	-80.217407000	13.3		
T	25.747441000	-80.215090000	11.0		
T	25.745413000	-80.213879000	16.4		
T	25.697027000	-80.165011000	3.3		
T	25.684939000	-80.159346000	2.9		
T	25.694795000	-80.169019000	3.6		
T	25.746341000	-80.213140000	13.5		
T	25.687003000	-80.168581000	3.3		
T	25.749547000	-80.209774000	15.5		
T	25.752043000	-80.209762000	17.6		
T	25.746198000	-80.214997000	12.8		
T	25.698674000	-80.157161000	3.2		
T	25.684430000	-80.158067000	1.3		
T	25.684441000	-80.158922000	2.8		
T	25.750604000	-80.212099000	14.1		
T	25.750073000	-80.213539000	11.7		
T	25.749870000	-80.216933000	8.2	1	
T	25.748647000	-80.217527000	8.4		
T	25.752216000	-80.208558000	16.7		
T	25.691822000	-80.157892000	3.3		
T	25.753000000	-80.210634000	15.8		
