MLS NUMBER,STATUS,ADDRESS,BEDS,FBATHS,HBATHS,LIST PRICE,SOLD PRICE,CONTRACT,SETTLED,CITY,SUBDIV,LOT SIZE,TOT SQFT,LIV SQFT,YEAR BUILT,CONST,DESIGN1,DESIGN2,HEAT,COOLING,GAR SPACES,PARKING,GAR DESC,DINING,EXT FEAT,FLOORS,INT FEAT,LOT DESC,POOL2,POOL DIM,ROOF,OTHER ROOM,SEWER,VIEW,WATER,WINDOWS,SUBD INFO,EST TAXES,SPA,POOL1,MSTR BATH,STYLE,SHORT SALE,REO,BLDG UNITS,COMPLEX UNITS,UNIT FLOOR LOC,TOTAL FLOORS,SUBDIVISION INFO,SECURITY INFO,RESTRICTIONS,FEE DESCRIPTION,ASSOC FEE PAID PER,MAINT CHARGE,LAND LEASE,REC LEASE,ASSOCIATION FEE,MIN LEASE,MAINT INCL,DEVELOPMENT NAME,COMPLEX,UNIT #,ROOF,PUBLIC REMARKS,EXPECTED CLOSING DATE,APPROX LOT SIZE,ZIP CODE,PHOTO COUNT,WITHDRAWN DATE,EXPIRATION DATE,PENDING DATE,OFF MARKET DATE,SALE TERMS,DAYS ON MARKET,COUNTY,APN,ENTRY DATE,SELLER CONTRIBUTIONS (Y/N),SELLER CONTRIBUTIONS ($) 
A10528333,Closed Sale,4952 Fisher Island Dr,3,3,1,7900000,6250000,08/28/2018 12:00:00 AM,03/12/2019 12:00:00 AM,Fisher Island,BAYVIEW AT FISHER ISL CON,,,4810,1990,Cbs Construction,,,Central Heat,Central Cooling,2,"Covered Parking, Golf Cart Parking",Attached,"Dining/Living Room, Eat-In Kitchen, Kitchen Dining, Snack Bar/Counter","High Impact Doors, Open Balcony",Marble Floors,"Built-Ins, Cooking Island, Volume Ceilings",,,,,"Den/Library/Office, Family Room, Storage Room, Utility Room/Laundry",,,,"Drapes & Rods, High Impact Windows, Sliding",BAYVIEW AT FISHER ISL CON,74470,,,"Bidet, Dual Sinks, Separate Tub & Shower",C42-Condo 5+ Stories,False,False,,,5,5,,"Guard At Site, Private Guards, Security Patrol","Ok To Lease, Renting Limited",,Quarterly,4123,0,0,6729,,,,Bayview,4952,,"First time on the market. Renovated PH by Lorraine Letendre in small boutique building offers wide Bay and Downtown Miami skyline views. European style luxury and elegant design create a truly exceptional residence offering 18+ ft soaring ceilings. This 4,810 SF 5th floor PH unit with immense wraparound terrace is perfect for watching sunsets and entertain in grand style. Built to the most meticulous and demanding standards utilizing the finest materials and luxurious finishes. Offered furnished ‘’AS-IS’’.",03/08/2019 12:00:00 AM,,33109,52,,12/31/2019 12:00:00 AM,02/08/2019 12:00:00 AM,02/08/2019 12:00:00 AM,Cash,164,Miami-Dade County,30-42-09-011-0200,08/28/2018 3:07:54 PM,False,
A2118005,Closed Sale,7024 Fisher Island Drive,4,4,1,7766400,7434000,05/18/2015 12:00:00 AM,04/27/2016 12:00:00 AM,Fisher Island,,,4956,4956,2016,"New Construction, Under Construction",,,Central Heat,Central Cooling,1,"1 Space, Golf Cart Parking, Valet Parking",,Formal Dining,"High Impact Doors, Open Balcony, Wraparound Porch","Other Floors, Wood Floors","Custom Mirrors, Elevator, Foyer Entry, Other Interior Features, Walk-In Closets",,,,,,,,,"Impact Glass, Sliding",,0,,,"Dual Sinks, Separate Tub & Shower",C42-Condo 5+ Stories,False,False,47,700,2,10,,"Doorman, Elevator Secure, Garage Secured",Other Restrictions,,Quarterly,3898,0,0,6293,,,Fisher Island,Palazzo Del Sol NEW CONST,7024,,GREAT DEAL IN 6-STAR BUILDING!! Please contact listing agent for more information. ,05/01/2016 12:00:00 AM,,33109,2,,05/01/2017 12:00:00 AM,06/08/2015 12:00:00 AM,04/27/2016 12:00:00 AM,Cash,21,Miami-Dade County,,05/18/2015 12:00:00 AM,False,
A2083709,Closed Sale,7023 Fisher Island Drive,4,4,1,7766400,7000000,03/09/2015 12:00:00 AM,03/06/2017 12:00:00 AM,Fisher Island,,,4956,4956,2016,"New Construction, Under Construction",,,Central Heat,Central Cooling,2,"1 Space, Golf Cart Parking, Valet Parking",,Formal Dining,"High Impact Doors, Open Balcony, Wraparound Porch","Other Floors, Wood Floors","Custom Mirrors, Elevator, Foyer Entry, Other Interior Features, Walk-In Closets",,,,,,,,,"Impact Glass, Sliding",,0,,,"Dual Sinks, Separate Tub & Shower",C42-Condo 5+ Stories,False,False,43,700,2,10,,"Doorman, Elevator Secure, Garage Secured",Other Restrictions,,Quarterly,3898,0,0,6293,,,Fisher Island,Palazzo Del Sol NEW CONST,7023,,SECOND FLOOR FAMILY HOME. Contact listing agent for additional information.,02/28/2017 12:00:00 AM,,33109,1,,06/30/2018 12:00:00 AM,02/07/2017 12:00:00 AM,02/07/2017 12:00:00 AM,Cash,701,Miami-Dade County,,03/09/2015 3:44:00 PM,False,
A10507138,Closed Sale,7065 Fisher Island Drive,3,3,1,7322500,7300000,07/23/2018 12:00:00 AM,07/15/2019 12:00:00 AM,Fisher Island,,,3793,3793,2016,New Construction,,,Central Heat,Central Cooling,2,"2 Or More Spaces, Golf Cart Parking, Valet Parking",,Formal Dining,"High Impact Doors, Open Balcony",Other Floors,"Custom Mirrors, Elevator, Other Interior Features, Walk-In Closets",,,,,,,,,"Impact Glass, Sliding",,0,,,"Dual Sinks, Separate Tub & Shower",C42-Condo 5+ Stories,False,False,43,,6,10,,"Doorman, Card Entry, Garage Secured",Other Restrictions,,Quarterly,4117,0,0,6730,,,Fisher Island,Palazzo Del Sol,7065,,Contact listing agent for more details.,06/30/2019 12:00:00 AM,,33109,1,,12/31/2019 12:00:00 AM,03/27/2019 12:00:00 AM,03/27/2019 12:00:00 AM,Conventional,247,Miami-Dade County,02-42-10-018-0320,08/13/2018 4:17:07 PM,False,
A10516472,Closed Sale,4812 Fisher Island Dr,2,2,1,7000000,6443388,08/06/2018 12:00:00 AM,08/06/2018 12:00:00 AM,Miami Beach,BAYVIEW AT FISHER ISL CON,,3550,3550,1990,Concrete Block Construction,,,Central Heat,Central Cooling,2,Golf Cart Parking,Attached,,Open Balcony,Other Floors,Other Interior Features,,,,,,,,,,BAYVIEW AT FISHER ISL CON,56473,,,,C41-Condo 1-4 Stories,False,False,,,1,1,,Complex Fenced,Ok To Lease,,Monthly,0,0,0,0,,,,Bayview,4812,,Fisher Island,08/31/2018 12:00:00 AM,,33109,1,,08/31/2018 12:00:00 AM,08/06/2018 12:00:00 AM,08/06/2018 12:00:00 AM,Other Terms See Remarks,0,Miami-Dade County,30-42-09-011-0030,08/06/2018 3:26:42 PM,False,
A2178716,Closed Sale,5254 FISHER ISLAND DR,4,3,1,6995000,6400000,09/22/2015 12:00:00 AM,01/15/2016 12:00:00 AM,Miami,,,5340,5340,1992,Concrete Block Construction,,,"Electric Heat, Central Heat","Electric Cooling, Ceiling Fans",2,"2 Or More Spaces, Covered Parking, Golf Cart Parking",,,"Storm/Security Shutters, Privacy Wall","Marble Floors, Carpeted Floors","Bar, Built-Ins, Closet Cabinetry, Cooking Island, Fire Sprinklers, Foyer Entry, Wet Bar",,,,,,,,,,,39027,,,,C42-Condo 5+ Stories,False,False,,,5,9,,"Security Patrol, Other Security",,,Monthly,0,0,0,2734,,,,Bayview,5254,,"Magnificent layout with stunning downtown views, oversized kitchen,walk in pantry,4 ovens,2 Subzero refrigerators, 3 dishwashers,3 warming drawers, and dining area. A formal dining room adjoins the kitchen for the entertaining enthusiasts and picturesque   views. Full bar with walk in wine cellar . Make a drink and walk out to 2500 sq. feet of balcony to enjoy the view and bay breeze. Your personal touches are all that is needed. For 3D tour visit https://my.matterport.com/show/?m=dkVi1MUZYuy",01/15/2016 12:00:00 AM,,33109,14,,09/21/2016 12:00:00 AM,11/23/2015 12:00:00 AM,01/15/2016 12:00:00 AM,Conventional,62,Miami-Dade County,30-42-09-014-0230,09/22/2015 12:00:00 AM,False,
A10062297,Closed Sale,7055 Fisher Island Drive,3,3,1,6950000,5300000,04/04/2016 12:00:00 AM,03/06/2017 12:00:00 AM,Fisher Island,,,3793,3793,2015,"New Construction, Under Construction",,,Central Heat,Central Cooling,1,"1 Space, Golf Cart Parking, Valet Parking",,Formal Dining,"High Impact Doors, Open Balcony, Wraparound Porch","Other Floors, Wood Floors","Custom Mirrors, Elevator, Other Interior Features, Walk-In Closets",,,,,,,,,"Impact Glass, Sliding",,0,,,"Dual Sinks, Separate Tub & Shower",C42-Condo 5+ Stories,False,False,43,700,5,10,,"Doorman, Elevator Secure, Garage Secured",Other Restrictions,,Quarterly,2945,0,0,2945,,,Fisher Island,Palazzo Del Sol NEW CONST,7055,,AMAZING VIEWS FROM BRAND NEW FISHER ISLAND HOME. Contact listing agent for more information.,12/31/2016 12:00:00 AM,,33109,5,,05/01/2017 12:00:00 AM,04/04/2016 12:00:00 AM,04/04/2016 12:00:00 AM,Cash,0,Miami-Dade County,,04/06/2016 3:06:31 PM,False,
A10043647,Closed Sale,5211 FISHER ISLAND DR,4,5,1,6895000,5820000,03/02/2016 12:00:00 AM,02/28/2018 12:00:00 AM,Miami Beach,,,4010,4010,1992,Concrete Block Construction,,,Central Heat,Central Cooling,2,Golf Cart Parking,,,"Open Balcony, Open Porch, Patio",Other Floors,First Floor Entry,,,,,,,,Municipal Water,,,47119,,,,C42-Condo 5+ Stories,False,False,37,,1,10,,Guard At Site,Exterior Alterations,,Quarterly,2066,1907,0,3973,,,,Bayview No. Three at FI,5211,,"Truly unique ground floor unit with 4 bed, 4.5 bath plus maids/in-laws quarters w/ full bath. Wrap around balcony with more than 2,000 sq feet overlooks Biscayne Bay/Downtown.  Building almost complete with full renovation project including new elevators, garage, paint, landscaping, entirely new entrance designed by L&ND.  Apartment designed by Artefacto and replete with custom touches such as recessed lighting, extra large walk-in wine cellar.  Nothing on market compares.  No membership purchase reqd.",02/27/2018 12:00:00 AM,,33109,26,,04/01/2018 12:00:00 AM,12/29/2017 12:00:00 AM,12/29/2017 12:00:00 AM,Seller Financing,667,Miami-Dade County,30-42-09-014-0010,03/02/2016 2:56:34 PM,False,
A2209136,Closed Sale,7041 Fisher Island Drive,3,3,1,6770000,6770000,11/29/2015 12:00:00 AM,04/15/2016 12:00:00 AM,Fisher Island,,,3835,3835,2016,"New Construction, Under Construction",,,Central Heat,Central Cooling,1,"1 Space, Golf Cart Parking, Valet Parking",,Formal Dining,"High Impact Doors, Open Balcony, Wraparound Porch","Other Floors, Wood Floors","Custom Mirrors, Elevator, Other Interior Features, Walk-In Closets",,,,,,,,,"Impact Glass, Sliding",,0,,,"Separate Tub & Shower, Dual Sinks",C42-Condo 5+ Stories,False,False,47,700,4,10,,"Doorman, Elevator Secure, Garage Secured",Other Restrictions,,Quarterly,2994,0,0,6293,,,Fisher Island,Palazzo Del Sol NEW CONST,7041,,"GREAT PRECONSTRUCTION VALUE IN EXCLUSIVE PALAZZO DEL SOL, FISHER ISLAND. Please contact listing agent for more info. ",04/30/2016 12:00:00 AM,,33109,2,,04/30/2017 12:00:00 AM,12/16/2015 12:00:00 AM,04/15/2016 12:00:00 AM,Conventional,17,Miami-Dade County,,11/29/2015 12:00:00 AM,False,
A2168483,Closed Sale,7045 Fisher Island Drive,3,3,1,6724600,6000000,09/01/2015 12:00:00 AM,04/15/2016 12:00:00 AM,Fisher Island,,,3793,3793,2016,"New Construction, Under Construction",,,Central Heat,Central Cooling,1,"1 Space, Golf Cart Parking, Valet Parking",,Formal Dining,"Open Balcony, High Impact Doors, Wraparound Porch","Other Floors, Wood Floors","Custom Mirrors, Elevator, Walk-In Closets, Other Interior Features",,,,,,,,,"Impact Glass, Sliding",,0,,,"Separate Tub & Shower, Dual Sinks",C42-Condo 5+ Stories,False,False,47,700,4,10,,"Doorman, Elevator Secure, Garage Secured",Other Restrictions,,Quarterly,2945,0,0,6293,,,Fisher Island,Palazzo Del Sol NEW CONST,7045,,GREAT DEAL ON NEW WATERFRONT FISHER ISLAND RESIDENCE. Please contact listing agent for more information. ,05/01/2016 12:00:00 AM,,33109,2,,07/01/2017 12:00:00 AM,09/22/2015 12:00:00 AM,04/15/2016 12:00:00 AM,Conventional,21,Miami-Dade County,,09/01/2015 12:00:00 AM,False,
A2116167,Closed Sale,7056 Fisher Island Drive,3,3,1,6500000,6150000,05/13/2015 12:00:00 AM,03/29/2016 12:00:00 AM,Fisher Island,,,3835,3835,2016,"New Construction, Under Construction",,,Central Heat,Central Cooling,1,"1 Space, Golf Cart Parking, Valet Parking",,Formal Dining,"Open Balcony, High Impact Doors, Wraparound Porch","Other Floors, Wood Floors","Custom Mirrors, Elevator, Walk-In Closets, Other Interior Features",,,,,,,,,"Impact Glass, Sliding",,0,,,"Separate Tub & Shower, Dual Sinks",C42-Condo 5+ Stories,False,False,47,700,5,10,,"Doorman, Elevator Secure, Garage Secured",Other Restrictions,,Quarterly,2994,0,0,6293,,,Fisher Island,Palazzo Del Sol NEW CONST,7056,,"GREAT PRECONSTRUCTION VALUE IN EXCLUSIVE PALAZZO DEL SOL, FISHER ISLAND. Corner flow-thru unit w/expansive Wraparound Terraces & stunning Water and Miami Beach Views. This spacious A East floorplan features private elevator entry, 10' floor to ceiling gla  ss, Boffi Kitchens w/ Gaggenau and SubZero appliances, luxurious Boffi Baths w/Book-Matched Statuaria Marble. Lualdi doors. Ultra-lux boutique tower will feature unmatched amenities, Enzo Enea gardens & 6-star white glove services. Completion Jan. 2016.",05/01/2016 12:00:00 AM,,33109,2,,05/01/2017 12:00:00 AM,05/15/2015 12:00:00 AM,03/29/2016 12:00:00 AM,Cash,2,Miami-Dade County,,05/13/2015 12:00:00 AM,False,
A2071965,Closed Sale,7031 Fisher Island Drive,3,3,1,6492900,6000000,02/12/2015 12:00:00 AM,03/22/2016 12:00:00 AM,Fisher Island,,,3835,3835,2016,"New Construction, Under Construction",,,Central Heat,Central Cooling,1,"1 Space, Golf Cart Parking, Valet Parking",,Formal Dining,"High Impact Doors, Open Balcony, Wraparound Porch","Other Floors, Wood Floors","Custom Mirrors, Elevator, Other Interior Features, Walk-In Closets",,,,,,,,,"Impact Glass, Sliding",,0,,,"Dual Sinks, Separate Tub & Shower",C42-Condo 5+ Stories,False,False,47,700,3,10,,"Doorman, Elevator Secure, Garage Secured",Other Restrictions,,Quarterly,2994,0,0,6293,,,Fisher Island,Palazzo Del Sol NEW CONST,7031,,"BEST PRECONSTRUCTION VALUE IN EXCLUSIVE PALAZZO DEL SOL, FISHER ISLAND. Please contact listing agent for more information. ",05/01/2016 12:00:00 AM,,33109,2,,03/31/2017 12:00:00 AM,02/01/2016 12:00:00 AM,03/22/2016 12:00:00 AM,Cash,354,Miami-Dade County,,02/12/2015 12:00:00 AM,False,
A2070727,Closed Sale,7042 Fisher Island Drive,3,3,1,6443000,6500000,02/10/2015 12:00:00 AM,09/28/2017 12:00:00 AM,Fisher Island,,,3793,3793,2016,"New Construction, Under Construction",,,Central Heat,Central Cooling,1,"2 Or More Spaces, Golf Cart Parking, Valet Parking",,Formal Dining,"High Impact Doors, Open Balcony, Wraparound Porch","Other Floors, Wood Floors","Custom Mirrors, Elevator, Other Interior Features, Walk-In Closets",,,,,,,,,"Impact Glass, Sliding",,0,,,"Dual Sinks, Separate Tub & Shower",C42-Condo 5+ Stories,False,False,43,700,4,10,,"Doorman, Elevator Secure, Garage Secured",Other Restrictions,,Quarterly,2945,0,0,6293,,,Fisher Island,Palazzo Del Sol NEW CONST,7042,,"DESIRABLE 3 BEDROOM/3.5 BATHROOM B WEST UNIT w/ 3,793 SF Open Floorplan. Contact listing agent for additional information.",09/15/2017 12:00:00 AM,,33109,2,,06/30/2018 12:00:00 AM,03/15/2017 12:00:00 AM,03/15/2017 12:00:00 AM,Conventional,764,Miami-Dade County,,02/10/2015 12:26:00 PM,False,
A2074343,Closed Sale,5051 FISHER ISLAND DR,4,4,1,6200000,6000000,01/11/2015 12:00:00 AM,06/05/2015 12:00:00 AM,Fisher Island,,,3784,3784,2001,Cbs Construction,,,"Central Heat, Electric Heat","Central Cooling, Electric Cooling",2,"2 Or More Spaces, Covered Parking, Golf Cart Parking",Attached,"Dining/Living Room, Breakfast Area",Open Balcony,Marble Floors,"Fireplace, Built-Ins, Foyer Entry, Split Bedroom, Walk-In Closets",,,,,,,,,Sliding,,48258,,,"Whirlpool/Spa, Dual Sinks, Separate Tub & Shower",C42-Condo 5+ Stories,False,False,,,5,9,,"Private Guards, Other Security",Exterior Alterations,,Quarterly,2908,0,0,6293,,,FISHER ISLAND,BAYVIEW,5051,,"Watch the sunrise & sunset from this most coveted 4BR/4+1BA Southwest corner residence featuring unobst views to downtown, bay and Atlantic Ocean. Home boasts 3,784 SF of luxury with exquisite Saturnia marble floors, open living & family areas. Chef's kit chen w/ top appliances, marble counters & center island.  Spacious master w/walk-in closet & magnificent marble bath.  Beautiful wrap-around balcony w/multiple seating areas & private balcony w/views to downtown Miami, Biscayne Bay & Atlantic Ocean.",06/01/2015 12:00:00 AM,,33109,20,,01/11/2016 12:00:00 AM,05/01/2015 12:00:00 AM,06/05/2015 12:00:00 AM,Conventional,110,Miami-Dade County,30-42-09-017-0050,02/18/2015 12:00:00 AM,False,
A1951649,Closed Sale,8024 FISHER ISLAND DR,3,3,1,6200000,5800000,04/17/2014 12:00:00 AM,04/13/2015 12:00:00 AM,Fisher Island,,,3580,3580,1989,Cbs Construction,,,"Central Heat, Electric Heat","Central Cooling, Electric Cooling",2,"2 Or More Spaces, Assigned Parking, Covered Parking",,"Breakfast Area, Formal Dining",Open Balcony,"Tile Floors, Carpeted Floors","Built-Ins, Foyer Entry, Pantry, Walk-In Closets, Wet Bar",,,,,,,,,Sliding,,36727,,,Whirlpool/Spa,C42-Condo 5+ Stories,False,False,,,2,0,,"Security Patrol, Tv Camera, Other Security",Exterior Alterations,,Quarterly,2917,0,0,6293,,,FISHER ISLAND,OCEANSIDE FISHER ISLAND,8024,,"This most coveted South East corner unit with completely unobstructed beach and Ocean views is truly stunning.  Residence features 3BR/3+1BA and Den, boasting 3,580 SF of open living space.  Spacious living, dining and family areas with spectacular water  views, large kitchen with breakfast area, custom cabinetry and terrace access. The master is spacious with seating area, walk-in closet, private terrace and large master bath with Jacuzzi tub. Beautiful wrap-around terrace.",04/13/2015 12:00:00 AM,,33109,11,,05/17/2015 12:00:00 AM,03/05/2015 12:00:00 AM,04/13/2015 12:00:00 AM,Cash,322,Miami-Dade County,30-42-10-006-0180,05/18/2014 12:00:00 AM,False,
A10062294,Closed Sale,7046 Fisher Island Drive,3,3,1,6150000,5450000,04/06/2016 12:00:00 AM,04/06/2016 12:00:00 AM,Fisher Island,,,3835,3835,2016,"New Construction, Under Construction",,,Central Heat,Central Cooling,1,"1 Space, Golf Cart Parking, Valet Parking",,Formal Dining,"High Impact Doors, Open Balcony, Wraparound Porch","Other Floors, Wood Floors","Custom Mirrors, Elevator, Other Interior Features, Walk-In Closets",,,,,,,,,"Impact Glass, Sliding",,0,,,"Dual Sinks, Separate Tub & Shower",C42-Condo 5+ Stories,False,False,47,700,4,10,,"Doorman, Elevator Secure, Garage Secured",Other Restrictions,,Quarterly,2994,0,0,2994,,,Fisher Island,Palazzo Del Sol NEW CONST,7046,,CORNER FLOOR-THROUGH UNIT W/ EXPANSIVE WRAPAROUND TERRACES & GORGEOUS WATER & CITY VIEWS. Please contact listing agent for more information. ,05/01/2016 12:00:00 AM,,33109,2,,05/01/2017 12:00:00 AM,04/06/2016 12:00:00 AM,04/06/2016 12:00:00 AM,Cash,0,Miami-Dade County,,04/06/2016 12:00:00 AM,False,
A10062266,Closed Sale,7036 Fisher Island Drive,3,3,1,5995000,5000000,04/04/2016 12:00:00 AM,04/04/2016 12:00:00 AM,Fisher Island,,,3835,3835,2016,"New Construction, Under Construction",,,Central Heat,Central Cooling,1,"1 Space, Golf Cart Parking, Valet Parking",,Formal Dining,"High Impact Doors, Open Balcony, Wraparound Porch","Other Floors, Wood Floors","Custom Mirrors, Elevator, Other Interior Features, Walk-In Closets",,,,,,,,,"Impact Glass, Sliding",,0,,,"Dual Sinks, Separate Tub & Shower",C42-Condo 5+ Stories,False,False,47,700,3,10,,"Doorman, Elevator Secure, Garage Secured",Other Restrictions,,Quarterly,2994,0,0,2994,,,Fisher Island,Palazzo Del Sol NEW CONST,7036,,"GREAT VALUE IN EXCLUSIVE PALAZZO DEL SOL, FISHER ISLAND. Please contact listing agent for more information. ",05/01/2016 12:00:00 AM,,33109,2,,05/01/2017 12:00:00 AM,04/04/2016 12:00:00 AM,04/04/2016 12:00:00 AM,Cash,0,Miami-Dade County,,04/06/2016 12:00:00 AM,False,
A10061802,Closed Sale,7032 Fisher Island Drive,3,3,1,5995000,5300000,04/04/2016 12:00:00 AM,04/04/2016 12:00:00 AM,Fisher Island,,,3793,3793,2016,"New Construction, Under Construction",,,Central Heat,Central Cooling,1,"2 Or More Spaces, Golf Cart Parking, Valet Parking",,Formal Dining,"High Impact Doors, Open Balcony, Wraparound Porch","Other Floors, Wood Floors","Custom Mirrors, Elevator, Other Interior Features, Walk-In Closets",,,,,,,,,"Impact Glass, Sliding",,0,,,"Dual Sinks, Separate Tub & Shower",C42-Condo 5+ Stories,False,False,47,700,3,10,,"Doorman, Elevator Secure, Garage Secured",Other Restrictions,,Quarterly,2945,0,0,2945,,,Fisher Island,Palazzo Del Sol NEW CONST,7032,,SPECTACULAR B WEST UNIT OFFERED IN FISHER ISLAND'S ONLY TRUE FULL SERVICE BUILDING. Please contact listing agent for more information. ,05/01/2016 12:00:00 AM,,33109,2,,05/01/2017 12:00:00 AM,04/04/2016 12:00:00 AM,04/04/2016 12:00:00 AM,Cash,0,Miami-Dade County,0242100180001,04/05/2016 12:00:00 AM,False,
A1930984,Closed Sale,7600 FISHER ISLAND DR,3,4,1,5900000,5500000,04/04/2014 12:00:00 AM,04/07/2015 12:00:00 AM,Fisher Island,,,3692,3692,2001,Cbs Construction,,,Central Heat,Central Cooling,2,"Golf Cart Parking, Covered Parking",,,Wraparound Porch,Marble Floors,Other Interior Features,,,,,,,,,,,37764,,,,C42-Condo 5+ Stories,False,False,,,6,8,,Other Security,Other Restrictions,,Monthly,0,0,0,2500,,,,Oceanside,7661,,No Membership required with this Unit. 1700 sq ft wrap terrace. Corner Unit. As per owner sqft is 3959 living. ,04/30/2015 12:00:00 AM,,33109,6,,09/01/2015 12:00:00 AM,03/20/2015 12:00:00 AM,04/07/2015 12:00:00 AM,Cash,350,Miami-Dade County,30-42-10-014-0060,04/04/2014 12:00:00 AM,False,
A10222425,Closed Sale,7000 Fisher Island Dr,3,3,,5850000,5800000,02/09/2017 12:00:00 AM,07/24/2017 12:00:00 AM,Miami Beach,,,,,2016,"Aluminum Siding, Concrete Block Construction, Cbs Construction",,,Other,Other,2,Assigned Parking,Attached,,Other,Marble Floors,Other Interior Features,,,,,,,,,,,13964,,,,C41-Condo 1-4 Stories,False,False,,,3,4,,"Doorman, Elevator Secure, Private Guards, Tv Camera, Unit Alarm, Walled",Other Restrictions,,Monthly,0,0,0,0,,,,Palazzo Del Sol,7036,,,07/24/2017 12:00:00 AM,,33109,13,,10/31/2017 12:00:00 AM,07/24/2017 12:00:00 AM,07/24/2017 12:00:00 AM,Conventional,159,Miami-Dade County,02-42-10-018-0360,02/09/2017 8:29:40 AM,False,
A10034006,Closed Sale,7035 Fisher Island Drive,3,3,1,5850000,5500000,02/12/2016 12:00:00 AM,10/25/2016 12:00:00 AM,Fisher Island,,,3793,3793,2015,"New Construction, Under Construction",,,Central Heat,Central Cooling,1,"1 Space, Golf Cart Parking, Valet Parking",,Formal Dining,"High Impact Doors, Open Balcony, Wraparound Porch","Other Floors, Wood Floors","Cooking Island, Custom Mirrors, Elevator, Foyer Entry, Pantry, Walk-In Closets",,,,,,,,,"Impact Glass, Sliding",,0,,,"Dual Sinks, Separate Tub & Shower",C42-Condo 5+ Stories,False,False,43,700,3,10,,"Doorman, Elevator Secure, Garage Secured",Other Restrictions,,Quarterly,2945,0,0,2945,,,Fisher Island,Palazzo Del Sol NEW CONST,7035,,BEST VALUE IN NEWLY COMPLETED BUILDING. Please call listing agent for additional information. ,10/31/2016 12:00:00 AM,,33109,2,,02/11/2017 12:00:00 AM,08/19/2016 12:00:00 AM,10/25/2016 12:00:00 AM,Conventional,189,Miami-Dade County,,02/13/2016 12:00:00 AM,False,
A1979169,Closed Sale,7861 FISHER ISLAND DR,4,3,1,5795000,5000000,06/18/2014 12:00:00 AM,10/14/2015 12:00:00 AM,Fisher Island,,,3140,3140,1990,Cbs Construction,,,Central Heat,Central Cooling,2,"2 Or More Spaces, Golf Cart Parking, Assigned Parking",Attached,Dining/Living Room,"Open Balcony, Wraparound Porch",Marble Floors,"First Floor Entry, Built-Ins, Foyer Entry",,,,,,,,,"Impact Glass, Sliding",,43985,,,"Separate Tub & Shower, Bidet",C42-Condo 5+ Stories,False,False,,,6,9,,"Private Guards, Security Patrol, Walled",No Restrictions,,Quarterly,2839,0,0,6293,,,Fisher Island,Oceanside Fisher Island,7861,,"An ultimate island get-away awaits you in this fully renovated Island Oceanside condominium that spans 3,140SF and encompasses 4 bedrooms and 3.5 baths. Spectacular direct beach and ocean views. Spacious layout with oversized living room and dining area g reat for entertaining. Enjoy the views of the cruise ships down Government Cut in your expansive wrap-around terrace.",10/09/2015 12:00:00 AM,,33109,16,,06/18/2016 12:00:00 AM,08/10/2015 12:00:00 AM,10/14/2015 12:00:00 AM,Conventional,418,Miami-Dade County,30-42-10-008-0060,07/18/2014 12:00:00 AM,False,
A10374816,Closed Sale,7164 Fisher Island Dr,4,4,1,5700000,5550000,11/08/2017 12:00:00 AM,04/12/2018 12:00:00 AM,Miami Beach,PALAZZO DEL MARE AT FISHE,,3690,3690,2007,Cbs Construction,,,"Central Heat, Electric Heat","Central Cooling, Electric Cooling",2,Golf Cart Parking,,,Open Porch,Marble Floors,"Cooking Island, Fire Sprinklers, Foyer Entry, Roman Tub, Split Bedroom",,,,,,,,,Sliding,PALAZZO DEL MARE AT FISHE,86826,,,,C45-Co-Op 5+ Stories,False,False,,,6,9,,"Doorman, Lobby Secured, Private Guards, Security Patrol, Walled",Exterior Alterations,,Monthly,3536,0,0,3536,,,,Palazzo Del Mare,7164,,"This impeccably designed corner residence in Palazzo del Mare is accessed via private elevator and features 3 private balconies with spectacular views over Downtown, S. Beach, Govt. Cut & the Atlantic Ocean. Home boasts 3,690 SQFT. of luxury featuring porcelain floors, backlit walls of Carrera marble, open living room, dining area & media room. Chef’s kitchen sports top appliances, granite counters and custom glass divider walls. Spacious master suite with marble master bath with sunken Jacuzzi tub, and glass rain shower. Large balcony faces Northeast with mesmerizing views taking in the parade of ships and incredible sunrises. Additionally, five star Palazzo del Mare amenities include private pool, media room and gym. FICA fee is $6,729.76 per quarter.",04/12/2018 12:00:00 AM,,33109,16,,11/08/2018 12:00:00 AM,03/14/2018 12:00:00 AM,03/14/2018 12:00:00 AM,Cash,126,Miami-Dade County,02-42-10-016-0270,11/17/2017 5:19:24 PM,False,
