MLS NUMBER,STATUS,ADDRESS,BEDS,FBATHS,HBATHS,LIST PRICE,SOLD PRICE,CONTRACT,SETTLED,CITY,SUBDIV,LOT SIZE,TOT SQFT,LIV SQFT,YEAR BUILT,CONST,DESIGN1,DESIGN2,HEAT,COOLING,GAR SPACES,PARKING,GAR DESC,DINING,EXT FEAT,FLOORS,INT FEAT,LOT DESC,POOL2,POOL DIM,ROOF,OTHER ROOM,SEWER,VIEW,WATER,WINDOWS,SUBD INFO,EST TAXES,SPA,POOL1,MSTR BATH,STYLE,SHORT SALE,REO,BLDG UNITS,COMPLEX UNITS,UNIT FLOOR LOC,TOTAL FLOORS,SUBDIVISION INFO,SECURITY INFO,RESTRICTIONS,FEE DESCRIPTION,ASSOC FEE PAID PER,MAINT CHARGE,LAND LEASE,REC LEASE,ASSOCIATION FEE,MIN LEASE,MAINT INCL,DEVELOPMENT NAME,COMPLEX,UNIT #,ROOF,PUBLIC REMARKS,EXPECTED CLOSING DATE,APPROX LOT SIZE,ZIP CODE,PHOTO COUNT,WITHDRAWN DATE,EXPIRATION DATE,PENDING DATE,OFF MARKET DATE,SALE TERMS,DAYS ON MARKET,COUNTY,APN,ENTRY DATE,SELLER CONTRIBUTIONS (Y/N),SELLER CONTRIBUTIONS ($) 
A2046549,Closed Sale,320 N HIBISCUS DR,4,4,1,2385000,2065000,12/16/2014 12:00:00 AM,12/08/2016 12:00:00 AM,Miami Beach,HIBISCUS ISLAND,,3026,3026,1953,Cbs Construction,Attached,Substantially Remodeled,"Central Heat, Electric Heat","Central Cooling, Electric Cooling",0,Other Parking,,Dining/Living Room,Other,"Marble Floors, Other Floors","Built-Ins, French Doors, Walk-In Closets",Other Lot Description,Below Ground Pool,0,,"Family Room, Utility Room/Laundry",Municipal Sewer,Pool Area View,Municipal Water,Other Windows,HIBISCUS ISLAND,17811,,True,Shower Only,R31-Pool Only,False,False,,,,,"Gate Guarded, Other Subdiv/Park Info",,Other Restrictions,,Yearly,,,,500,,,HIBISCUS ISLAND,,,,"In the heart of Miami Beach, Hibiscus Island lies this gorgeous contemporary estate. Fully renovated. Large windows and French doors, ample natural light. Bamboo & marble floors, recessed lighting. Quartz countertops, sep. breakfast area. S/S appliances. Tile & brick summer kitchen w/ sink & wood cabinetry. 3 patios, one with access to the master suite, second adjacent to the pool and the third with a summer kitchen. Also available for annual rent of $10,000/m",12/18/2016 12:00:00 AM,76 X 125,33139,12,,04/07/2017 12:00:00 AM,11/02/2016 12:00:00 AM,11/02/2016 12:00:00 AM,Cash,112,Miami-Dade County,02-32-32-005-0450,12/16/2014 9:36:00 AM,False,
A10579332,Closed Sale,901 Brickell Key Blvd,4,4,1,2345000,2200000,11/30/2018 12:00:00 AM,03/04/2019 12:00:00 AM,Miami,CARBONELL CONDO,,2860,2860,2005,Cbs Construction,,,Central Heat,Central Cooling,5,Other Parking,Attached,"Dining/Living Room, Family/Dining Combination","Open Balcony, Other",Other Floors,"First Floor Entry, Built-Ins, Other Interior Features",,,,,,,,,"Blinds/Shades, High Impact Windows",CARBONELL CONDO,28938,,,"Dual Sinks, Shower Only",C45-Co-Op 5+ Stories,False,False,,,35,39,,"Elevator Secure, Guard At Site",Other Restrictions,,Monthly,1806,0,0,1806,,,,Carbonell,3508,,"Stunning 4BR/4.5BA+DEN unit completely remodeled with large open-concept living spaces & high-end luxury finishes throughout. Panoramic 180-degree Water and Brickell Skyline views from every room. Features white glass floors,Italian kitchen with Subzero & Miele appliances, Italian white bathrooms, built-in closets, 10 ft high ceilings, floor to ceiling glass windows & high-tech lighting system. Includes 5 parking spaces assigned and 3 storage units. State of the art Amenities.",03/02/2019 12:00:00 AM,,33131,45,,05/30/2019 12:00:00 AM,01/16/2019 12:00:00 AM,01/16/2019 12:00:00 AM,Cash,47,Miami-Dade County,01-42-06-064-2680,11/30/2018 5:10:32 PM,False,
A1964257,Closed Sale,111 DILIDO TE,4,4,1,2295000,2165000,06/16/2014 12:00:00 AM,12/19/2014 12:00:00 AM,Miami Beach,32 53 42 DI LIDO ISLAND,,3029,3029,1940,"Cbs Construction, Stucco Exterior Construction",Detached,One Story,"Central Heat, Electric Heat","Central Cooling, Electric Cooling",0,Driveway,,"Family/Dining Combination, Formal Dining",Fence,Other Floors,"First Floor Entry, Built-Ins, French Doors, Other Interior Features, Pantry, Walk-In Closets",Less Than 1/4 Acre Lot,"Below Ground Pool, Heated",32X20,,Other,Municipal Sewer,"Garden View, Pool Area View",Municipal Water,Sliding,32 53 42 DI LIDO ISLAND,20597,,True,,R31-Pool Only,False,False,,,,,No Subdiv/Park Info,,Other Restrictions,,,,,,,,,,,,,"Amazing location on Dilido Island just minutes from South Beach! Lots of natural light and spacious open floor plan featuring 3bed/3bath inside with additional 1/1 outside. Home sits on an oversized lot (11,500 sq ft.) with plenty of yard space, zero edge  heated pool; Great home for entertaining with privacy around pool area. Square feet 3,150 as per owner.",12/08/2014 12:00:00 AM,X,33139,14,,06/15/2015 12:00:00 AM,12/04/2014 12:00:00 AM,12/19/2014 12:00:00 AM,Cash,171,Miami-Dade County,02-32-32-011-1470,06/16/2014 11:48:00 AM,False,
A10514232,Closed Sale,2633 Pine Tree Drive,4,4,,2290000,2125000,08/01/2018 12:00:00 AM,12/10/2018 12:00:00 AM,Miami Beach,FLAMINGO TERRACE SUB,14317,4577,4147,1935,Cbs Construction,Detached,One Story,Central Heat,Central Cooling,2,"Circular Drive, Driveway",Attached,"Breakfast Area, Formal Dining","Fence, High Impact Doors, Patio","Tile Floors, Wood Floors","First Floor Entry, Cooking Island, Fireplace, Foyer Entry, Roman Tub, Split Bedroom, Volume Ceilings, Walk-In Closets",1/4 To Less Than 1/2 Acre Lot,Below Ground Pool,15x30,,"Den/Library/Office, Maid/In-Law Quarters, Utility Room/Laundry",Municipal Sewer,"Garden View, Pool Area View",Municipal Water,"Blinds/Shades, Drapes & Rods, High Impact Windows",FLAMINGO TERRACE SUB,15794,False,True,"Dual Sinks, Separate Tub & Shower, Whirlpool/Spa",R31-Pool Only,False,False,,,,,"No Subdiv/Park Info, Public Road, Sidewalks",,Other Restrictions,,,,,,,,,,,,,"This absolutely stunning Pine Tree Drive pool home has been completely remodeled in 2014-15! This newly designed floor plan now boasts 4,147 sq. feet under air and 4,577 total sq. feet with 4 bedrooms (plus an additional den/office or in-law quarters) and 4 full bathrooms all situated on an over-sized 14,317 sq. ft. lot!! Interior and exterior renovations done in 2014-2015 include: New European Style Kitchen w/ Custom Island & Separate Breakfast Area, New Appliances, New Roof, New Flooring, New Bathrooms, New Impact Windows & Doors, 3 New AC Systems, New 2 Car Garage, New Swimming Pool, New Brick Pavered Patio Area. This home is truly unique and for the discerning buyer who wants the prestigious Pine Tree Drive address and live within a few blocks of the ocean!! Please See Virtual Tour!!",12/10/2018 12:00:00 AM,103 ft. x 139 ft.,33140,50,,07/31/2019 12:00:00 AM,12/01/2018 12:00:00 AM,12/01/2018 12:00:00 AM,Cash,122,Miami-Dade County,02-32-26-002-0030,08/02/2018 1:51:18 AM,True,5000
A2077212,Closed Sale,250 PALM AV,5,3,0,2225000,1800000,02/24/2015 12:00:00 AM,06/22/2016 12:00:00 AM,Miami Beach,RIVIERA 1ST & 2ND ADDN AM,,4223,4223,1994,Concrete Block Construction,Attached,"Two Story, Mediterranean",Central Heat,Central Cooling,2,"Circular Drive, Covered Parking, Pavers",Attached,Formal Dining,"Awnings, Barbeque, Fence, High Impact Doors","Marble Floors, Tile Floors, Wood Floors","First Floor Entry, Bar, Cooking Island, Foyer Entry, French Doors, Pantry, Roman Tub",Less Than 1/4 Acre Lot,,,,"Den/Library/Office, Family Room, Great Room, Media Room",Septic Tank,Garden View,Municipal Water,Blinds/Shades,RIVIERA 1ST & 2ND ADDN AM,25278,False,False,"Bidet, Dual Sinks, Whirlpool/Spa",R30-No Pool/No Water,False,False,,,,,"Picnic Area, Security Patrol, Community Tennis Courts",,No Restrictions,,Yearly,,,,500,,,,,,,"PALM ISLAND BEST BUY!! This Home Built in 1994 Exudes Comfort and Beauty in an open layout design, only to be enhanced by High Ceilings and Natural Light awaiting for your personal touch. 12 MONTH AVERAGE SOLD PRICE ON A COMPARABLE HOME IN THE PALM AND HI BISCUS ISLAND IS $772. PER SQ. Sell this one for under $600.00 Sq. Ft.  Call your investor TODAY!!!.  Seller will entertain an offer for Lease.",06/20/2016 12:00:00 AM,75X   120,33139,34,,08/26/2016 12:00:00 AM,05/20/2016 12:00:00 AM,06/22/2016 12:00:00 AM,Cash,451,Miami-Dade County,02-42-05-002-0770,02/24/2015 12:00:00 AM,False,
A10645884,Closed Sale,123 W Dilido Dr,5,3,2,2200000,1925000,03/27/2019 12:00:00 AM,06/11/2019 12:00:00 AM,Miami Beach,DI LIDO ISLAND,7500,5031,4078,1946,Concrete Block Construction,Attached,Two Story,Electric Heat,"Ceiling Fans, Electric Cooling, Zoned Cooling",1,"Covered Parking, Driveway",Attached,"Eat-In Kitchen, Formal Dining","Exterior Lighting, Fence, High Impact Doors, Open Porch, Patio, Satellite Dish","Terrazzo Floors, Wood Floors","First Floor Entry, Bar, Closet Cabinetry, Foyer Entry, French Doors, Walk-In Closets","Less Than 1/4 Acre Lot, Corner Lot","Above Ground Pool, Concrete, Equipment Stays",0,,"Den/Library/Office, Family Room, Storage Room",Municipal Sewer,Pool Area View,Municipal Water,,DI LIDO ISLAND,10928,,True,"2 Master Bathrooms, Dual Sinks, Shower Only",R31-Pool Only,False,False,,,,,No Subdiv/Park Info,,No Restrictions,,,,,,,,,,,,,"New Look! New Price! With 2 stories and over 4,600 sqft, is one of the largest interior homes on the Venetian Islands. Western exposure and high ceilings drench the home in sunlight. The open and spacious floor plan features terrazzo and wood flooring. Real defined spaces - dining, family, entertainment rooms- allow for flexibility in floorplan along with 5 multi-purpose bedrooms. All baths have been updated with contemporary fixtures, and the gourmet kitchen has gas cooking, stainless steel appliances, & an eat in-island for 6. The upstairs master suite with sitting area, ample closets, and dual vanities also has a private terrace with sunset views.  Heated Pool, Private Yard, Garage + Carport confirm this home gives you the most bang for your buck. Several homes in from the causeway.",06/12/2019 12:00:00 AM,,33139,16,,07/30/2019 12:00:00 AM,05/28/2019 12:00:00 AM,05/28/2019 12:00:00 AM,Other Terms See Remarks,62,Miami-Dade County,02-32-32-011-1050,03/27/2019 1:21:10 PM,False,
A10085780,Closed Sale,1000 Venetian Way,3,3,1,2200000,1900000,05/20/2016 12:00:00 AM,07/28/2017 12:00:00 AM,Miami Beach,,,5670,2830,1983,"Cbs Construction, Other Construction",,,Central Heat,Central Cooling,2,Covered Parking,Attached,"Breakfast Area, Dining/Living Room, Eat-In Kitchen","Barbeque, High Impact Doors, Other, Tennis Court","Marble Floors, Other Floors","First Floor Entry, Built-Ins, Cooking Island, Elevator, Fire Sprinklers, Foyer Entry, Wet Bar",,,,,"Family Room, Other, Storage Room, Utility Room/Laundry",,,,"High Impact Windows, Other Windows",,40697,,,"Bidet, Shower Only",T52-Townhouse Condo,False,False,100,100,1,22,,"Doorman, Card Entry, Fire Alarm, Private Guards, Security Patrol, Tv Camera",Ok To Lease,,Monthly,2572,0,0,2572,,,One Thousand,One Thousand Venetian,109,,"Opportunity knocks...to own this amazing 3bed 3.5bath townhouse with 4,470 SF (as per owner), 10ft ceilings throughout & soaring,35ft sky lit entryway. 3 floors, private elevator, & stunning bay views from every room. Private rooftop terrace & lush lawn area perfect for relaxing & entertaining. Price includes condo & city approved architectural plans to redesign the living space + adding a master bedroom on the ground level. 2 private covered parking spaces.Building offers full amenities",07/31/2017 12:00:00 AM,,33139,17,,07/31/2017 12:00:00 AM,07/06/2017 12:00:00 AM,07/06/2017 12:00:00 AM,Cash,410,Miami-Dade County,01-32-31-046-1210,05/20/2016 9:53:19 AM,False,
A2027573,Closed Sale,2372 PRAIRIE AV,6,5,1,2200000,1900000,10/31/2014 12:00:00 AM,01/30/2015 12:00:00 AM,Miami Beach,MID GOLF SUB,,4441,4441,1925,"Cbs Construction, Frame Construction",Detached,"Two Story, Mediterranean",Other,Other,0,"Covered Parking, Driveway",,Formal Dining,Other,"Clay Floors, Tile Floors, Wood Floors","First Floor Entry, Built-Ins, Fireplace, Foyer Entry, French Doors, Vaulted Ceilings, Volume Ceilings",Less Than 1/4 Acre Lot,"Below Ground Pool, Heated",0,,"Cottage, Florida Room, Guest House",Other Sewer,"Garden View, Pool Area View",Other,Impact Glass,MID GOLF SUB,22657,,True,Combination Tub & Shower,R31-Pool Only,False,False,,,,,Other Subdiv/Park Info,,Assoc Approval Required,,,,,,,,,,,,,"New Look, New Opportunity, New Price!! Upon entering the enchanting courtyard you will be able to sense the magic of this classic Mediterranean revival w/ its exotic flora & dramatic architectural details. This home has been lovingly restored from the gro und up. The property consists of a main house w/ 3 bed/3.5 baths & a luxurious 3 bed/2 bath guest house surrounded by a dramatic saltwater pool. Impact windows & doors. Kitchen & baths are renovated in the highest quality. Walk to Lincoln Rd, Arts Center,",01/30/2015 12:00:00 AM,65x160,33140,31,,05/02/2015 12:00:00 AM,01/21/2015 12:00:00 AM,01/30/2015 12:00:00 AM,Cash,82,Miami-Dade County,02-32-27-006-0340,10/31/2014 12:00:00 AM,False,
A2140767,Closed Sale,2924 PRAIRIE AV,3,2,,2199999,1975000,07/06/2015 12:00:00 AM,04/16/2018 12:00:00 AM,Miami Beach,MID GOLF SUB 1ST ADDN,14625,2606,2606,1939,Cbs Construction,Detached,"One Story, Other",Central Heat,Central Cooling,0,Other Parking,,Formal Dining,Other,Other Floors,First Floor Entry,1/4 To Less Than 1/2 Acre Lot,Below Ground Pool,0,,"Family Room, Florida Room, Utility Room/Laundry",Municipal Sewer,"Golf View, Other View",Municipal Water,Other Windows,MID GOLF SUB 1ST ADDN,5776,,True,,R31-Pool Only,False,False,,,,,"Golf Course Community, Other Subdiv/Park Info",,Other Restrictions,,,,,,,,,,,,,"Oversized lot (14,625 sq ft) on golf course. House is 2,606 sq ft with 3 bedrooms, 2 bathrooms. Swimming pool. Amazing opportunity.  ",04/12/2018 12:00:00 AM,97.500 X 150,33140,1,,06/03/2018 12:00:00 AM,03/16/2018 12:00:00 AM,04/16/2018 12:00:00 AM,Cash,984,Miami-Dade County,02-32-27-016-0130,07/06/2015 10:40:00 AM,False,
A10443717,Closed Sale,90 Alton Rd,3,2,1,2199999,1800000,03/30/2018 12:00:00 AM,08/22/2018 12:00:00 AM,Miami Beach,YACHT CLUB AT PORTOFINO C,,,1750,1999,Concrete Block Construction,,,Central Heat,Central Cooling,2,"2 Or More Spaces, Covered Parking, Valet Parking",,,"Barbeque, High Impact Doors, Open Balcony, Tennis Court","Other Floors, Tile Floors",Built-Ins,,,,,,,,,,YACHT CLUB AT PORTOFINO C,20523,,,,T52-Townhouse Condo,False,False,,,3,34,,"Doorman, Garage Secured, Guard At Site, Lobby Secured",Ok To Lease,,Monthly,1800,0,0,1800,,,,Yacht Club at Portofino,TH-12,,"Be the first to live in this newly-renovated, rare three-bedroom townhouse. Enjoy the ""South of Fifth"" lifestyle surrounded by great restaurants and South Pointe Park. Take in gorgeous water and marina views. Two parking spaces with the unit. Call listing agent for showings and more information.",08/22/2018 12:00:00 AM,,33139,14,,03/30/2019 12:00:00 AM,08/21/2018 12:00:00 AM,08/22/2018 12:00:00 AM,Cash,144,Miami-Dade County,02-42-03-234-0120,03/30/2018 12:12:27 PM,False,
A10299197,Closed Sale,3415 Prairie Ave,4,4,,2199000,1950000,07/03/2017 12:00:00 AM,09/18/2017 12:00:00 AM,Miami Beach,ORCHARD SUB 2 & 3,12220,4215,4215,1930,Other Construction,Detached,Two Story,"Central Heat, Electric Heat","Central Cooling, Electric Cooling",1,"Circular Drive, Street Parking",,Formal Dining,"High Impact Doors, Open Balcony","Tile Floors, Wood Floors","First Floor Entry, Fireplace",1/4 To Less Than 1/2 Acre Lot,"Below Ground Pool, Child Gate Fence",50x50,,"Cottage, Den/Library/Office",Municipal Sewer,Other View,Municipal Water,,ORCHARD SUB 2 & 3,27131,,True,"Dual Sinks, Separate Tub & Shower",R31-Pool Only,False,False,,,,,No Subdiv/Park Info,,Other Restrictions,,,,,,,,,,,,,"Be enchanted by this 1930 historically significant estate. Property sits on massive, lushly landscaped lot of 12,220 sf. The house is 4/4 with 4,215 interior sq ft including a private guest house with 2 car garage capacity, enormous pool w rear private access. Only 3 prior proud owners ever, tastefully renovated by current owners. Location perfectly situated to get to best of South Beach, Lincoln Rd, 41st and Julia Tuttle. An ambiance of days gone by await in this Oasis on Prairie Avenue.",08/28/2017 12:00:00 AM,,33140,38,,06/25/2018 12:00:00 AM,07/07/2017 12:00:00 AM,07/07/2017 12:00:00 AM,Other Terms See Remarks,4,Miami-Dade County,02-32-27-017-0530,07/03/2017 10:44:49 AM,False,
A10432773,Closed Sale,1550 N VIEW DR,4,4,0,2195000,1900000,03/10/2018 12:00:00 AM,04/01/2019 12:00:00 AM,Miami Beach,SUNSET ISLANDS,12524,3118,3118,1951,Cbs Construction,Detached,One Story,Central Heat,Central Cooling,2,"Circular Drive, Driveway",Attached,Formal Dining,"Fence, Fruit Trees","Terrazzo Floors, Wood Floors","Foyer Entry, Walk-In Closets",Less Than 1/4 Acre Lot,,,,"Florida Room, Utility/Laundry In Garage",Municipal Sewer,Garden View,Municipal Water,,SUNSET ISLANDS,39539,False,False,,R30-No Pool/No Water,False,False,,,,,Card/Electric Gate,,Ok To Lease,,Yearly,,,,1400,,,,,,,"Location Location! Excellent opportunity on exclusive, gated, Sunset Island 1 in Miami Beach. This 1951, recently rented 4bed/4bath single story home, is one of the few remaining large lot opportunities to customize, expand, or rebuild a 5000+ SF home on the coveted Sunset Islands. Encompassing an oversized 12,524 SF corner lot, this enviable address features 3118 SF interior living space, a large 2 car garage, circular drive, spacious living room open to separate dining room and Florida room, mature landscaping, and large back yard with ample room for pool and deck. Additional features include an upgraded kitchen, new granite countertops, newer appliances, walk in closets, numerous storage closets, 2016 AC, original but pristine baths. First time on market in 40 years. Repriced to Sell!!",04/01/2019 12:00:00 AM,12524,33140,33,,05/31/2019 12:00:00 AM,02/22/2019 12:00:00 AM,02/22/2019 12:00:00 AM,Cash,349,Miami-Dade County,02-32-28-001-0200,03/12/2018 9:09:54 AM,True,40000
A2184268,Closed Sale,109 1ST DILIDO TE,3,3,1,2195000,2100000,09/29/2015 12:00:00 AM,03/28/2016 12:00:00 AM,Miami Beach,DI LIDO ISLAND,,2490,2490,1936,Stucco Exterior Construction,Detached,Two Story,Central Heat,"Central Cooling, Electric Cooling, Ceiling Fans",0,Driveway,,,"Fence, High Impact Doors, Exterior Lighting, Open Balcony, Open Porch, Outdoor Shower","Wood Floors, Other Floors","First Floor Entry, Closet Cabinetry, Fireplace-Decorative, French Doors, Pantry, Split Bedroom, Walk-In Closets",Less Than 1/4 Acre Lot,"Below Ground Pool, Automatic Chlorination, Heated",1,,Family Room,Municipal Sewer,Garden View,Municipal Water,"Blinds/Shades, Impact Glass, Drapes & Rods",DI LIDO ISLAND,17993,True,True,"Bidet, Dual Sinks, Whirlpool/Spa",R31-Pool Only,False,False,,,,,Public Road,,No Restrictions,,None,,,,0,,,,,,,"This charming 1936 European villa in Miami Beach's Venetian Islands is a perfect setting for family and entertaining. Set in lush tropical landscaping, the recently remodeled property exudes timeless character and boasts 3 bedrooms and 4 bathrooms over 2,  400 SF. It has a romantic coral rock pool with Jacuzzi and covered patio, chic master bath with frameless shower and standalone tub, exposed beam ceilings, wood and marble floors, and an open kitchen with gas range, chef's hood and granite counters.",03/31/2016 12:00:00 AM,X,33139,18,,03/31/2016 12:00:00 AM,01/22/2016 12:00:00 AM,03/28/2016 12:00:00 AM,Conventional,115,Miami-Dade County,02-32-32-011-1100,10/05/2015 12:00:00 AM,False,
A10400836,Closed Sale,3125 Pine Tree Dr,5,5,0,2190000,2190000,01/12/2018 12:00:00 AM,05/03/2018 12:00:00 AM,Miami Beach,FLAMINGO TERRACE SUB,19400,5805,5805,1936,Cbs Construction,Detached,"Two Story, Mediterranean",Central Heat,Central Cooling,0,"Circular Drive, Driveway, Pavers",,Breakfast Area,"Fence, Exterior Lighting, Open Balcony","Marble Floors, Tile Floors, Wood Floors","First Floor Entry, Cooking Island, French Doors, Other Interior Features, Walk-In Closets",1/4 To Less Than 1/2 Acre Lot,Below Ground Pool,20x40,,"Family Room, Recreation Room",Municipal Sewer,Other View,Municipal Water,,FLAMINGO TERRACE SUB,40810,,True,"Separate Tub & Shower, Whirlpool/Spa",R31-Pool Only,False,True,,,,,"Paved Road, Public Road",,Ok To Lease,,,,,,,,,,,,,"Aboslutely amazing House. This type of property is rarely available, This wonderful and very large home is located in the Historic Pine Tree Dr In Miami Beach. A truly one of a kind gem and Aggressively priced at the lowest price per sq ft for a Estate home in Miami Beach. Employees and family members residing with employees of JPMorgan Chase Bank, N.A, its affiliates or subsidiaries are strictly prohibited from directly or indirectly purchasing any property owned by JPMorgan Chase Bank, N.A."" All offers must be submitted by the buyer’s agent using the online offer management system. Access the system via the link below. A technology fee will apply to the buyer’s agent upon consummation of a sale.",05/04/2018 12:00:00 AM,,33140,23,,04/12/2018 12:00:00 AM,04/05/2018 12:00:00 AM,04/05/2018 12:00:00 AM,Cash,83,Miami-Dade County,02-32-26-002-0840,01/14/2018 11:13:48 PM,False,
A10425331,Closed Sale,2059 N Bay Rd,6,6,0,2150000,1937500,02/26/2018 12:00:00 AM,05/31/2018 12:00:00 AM,Miami Beach,AMD PLAT OF SUNSET LAKE S,7796,4414,3864,1929,Concrete Block Construction,Detached,Two Story,"Central Heat, Electric Heat","Central Cooling, Electric Cooling",2,"Covered Parking, Driveway, Pavers",Detached,"Breakfast Area, Formal Dining, Kitchen Dining","Awnings, Deck, Extra Building/Shed, Fence, High Impact Doors, Patio","Other Floors, Tile Floors","Bar, Closet Cabinetry, Foyer Entry, Fireplace-Decorative, French Doors",Less Than 1/4 Acre Lot,"Below Ground Pool, Child Gate Fence, Equipment Stays",25x15,,"Den/Library/Office, Family Room, Garage Apartment, Separate Guest/In-Law Quarters, Guest House, Maid/In-Law Quarters, Media Room, Utility Room/Laundry",Municipal Sewer,"Garden View, Pool Area View",Municipal Water,,AMD PLAT OF SUNSET LAKE S,14759,False,True,"Bidet, Dual Sinks, Separate Tub & Shower",R31-Pool Only,False,False,,,,,No Subdiv/Park Info,,"Ok To Lease, No Restrictions",,,,,,,,,,,,,"This is one of the most sought after locations in all of Miami Beach, the southernmost part of North Bay Rd. Sunset Harbor Shops & all the restaurants & shopping is literally 1 block away, yet this home is situated on a quiet Residential street with the Who's Who as Neighbors. This spectacular home is from a great decade for construction, full of architectural design & appeal. Included w/the large 2 story main house (4BR's, 4BA's, Den, Formal Living, Formal Dining, Bonus area off kitchen, Roof terrace) is a detached 2 car garage with full bathroom for pool guests on the ground level, and a residential space above with kitchenette, full bath, closet & balcony (great as an office, bonus room, or ideal for short term guests). Amazing pool with BBQ area, fully secured. Call to schedule a tour!",06/14/2018 12:00:00 AM,,33140,30,,08/31/2018 12:00:00 AM,05/15/2018 12:00:00 AM,05/31/2018 12:00:00 AM,Cash,78,Miami-Dade County,02-32-27-008-1600,02/26/2018 5:23:36 PM,False,
A10057348,Closed Sale,3538 Flamingo Dr,7,4,,2150000,1975000,03/28/2016 12:00:00 AM,08/04/2016 12:00:00 AM,Miami Beach,Flamingo Terrace Sub,,4689,4689,1924,"Concrete Block Construction, Cbs Construction",Detached,"Two Story, Other",Central Heat,Central Cooling,2,Driveway,,"Breakfast Area, Formal Dining, Kitchen Dining","Exterior Lighting, Open Balcony, Patio, Storm/Security Shutters","Other Floors, Wood Floors","First Floor Entry, Foyer Entry, French Doors, Pantry, Split Bedroom, Walk-In Closets",Less Than 1/4 Acre Lot,,,,"Family Room, Florida Room, Guest House, Utility/Laundry In Garage",Municipal Sewer,"Garden View, Other View",Municipal Water,,Flamingo Terrace Sub,6878,False,False,"Combination Tub & Shower, Dual Sinks",R30-No Pool/No Water,False,False,,,,,Other Subdiv/Park Info,,No Restrictions,,,,,,,,,,,,,"Architectural Masterpiece on Flamingo Dr. This rare and private Estate is truly a work of art built in 1924 it offers exquisite architectural details, meticulously maintained, and manicured landscaping. Beautiful Entry Foyer with an abundance of natural l ight and airy feel. Spacious floor plan, large living room, formal dining room. High ceilings w/exposed pecky cypress wood. Enclosed courtyard  for dining & entertaining. Large bedrooms, 2nd floor master suite with terrace. Includes 2 bedroom guest house.",08/17/2016 12:00:00 AM,75.40 x 131,33140,35,,12/31/2016 12:00:00 AM,08/02/2016 12:00:00 AM,08/04/2016 12:00:00 AM,Conventional,127,Miami-Dade County,02-32-26-002-0610,03/28/2016 12:00:00 AM,False,
A2090463,Closed Sale,8 CENTURY LN,2,2,0,2100000,2000000,03/23/2015 12:00:00 AM,07/14/2015 12:00:00 AM,Miami Beach,33 53 42 BELLE ISLE VILLA,,1205,1205,1941,Concrete Block Construction,Detached,"One Story, Mediterranean",Central Heat,Central Cooling,1,Other Parking,,,Awnings,Wood Floors,First Floor Entry,Less Than 1/4 Acre Lot,,,,Florida Room,Municipal Sewer,"Bay, Intracoastal View",Municipal Water,,33 53 42 BELLE ISLE VILLA,16842,,False,,R34-WF/Ocean Access,False,False,,,,,No Subdiv/Park Info,,No Restrictions,,,,,,,,,,,,,"Unique opportunity to own one of five single family waterfront homes on Belle Isle. 8 Century Lane is tucked on the west side of the Standard Hotel with wide open views of Biscayne Bay. The open pie shape lot features a nice size yard and 55.5 linear feet  of waterfront. Great character, quaint and private with a fabulous location describe this true gem on the Venetian Islands. A true pleasure to show",05/14/2015 12:00:00 AM,4599,33139,18,,06/16/2015 12:00:00 AM,03/26/2015 12:00:00 AM,07/14/2015 12:00:00 AM,Conventional,3,Miami-Dade County,02-32-33-002-0080,03/23/2015 12:00:00 AM,True,100000
A1948729,Closed Sale,900 BRICKELL KEY BL,3,3,1,2099000,1950000,05/07/2014 12:00:00 AM,10/09/2014 12:00:00 AM,Miami,,,2065,2065,2008,Cbs Construction,,,Central Heat,Central Cooling,2,2 Or More Spaces,,,"Fence, Open Balcony",Marble Floors,Vaulted Ceilings,,,,,,,,,,,29050,,,,C23-Condo/Timeshare,False,False,,,24,34,,"Doorman, Card Entry, Intercom In Lobby",Okay To Lease,,Monthly,0,0,0,1284,,,,Asia Condo,2401,,"Breathtaking views of Biscayne bay and Miami's exuberant skyline, unique, ultra-contemporary architectural design makes Asia the #1 residence for the most discriminating owner.   Elegant smooth ceilings rising to 12 feet.  Terraces with glass railings, ac  cessible from bedrooms.   Elegant stone kitchen countertops and backsplash.  Stainless-steel appliances.  Top-of-the-line, full-size stackable washer and dryer. High-efficiency central air. Luxurious swimming pool, 24 Hr Full-time concierge staff.",09/30/2014 12:00:00 AM,,33131,3,,11/06/2014 12:00:00 AM,08/06/2014 12:00:00 AM,10/09/2014 12:00:00 AM,Cash,91,Miami-Dade County,01-42-06-067-0210,05/12/2014 12:00:00 AM,False,
