MLS NUMBER,STATUS,ADDRESS,BEDS,FBATHS,HBATHS,LIST PRICE,SOLD PRICE,CONTRACT,SETTLED,CITY,SUBDIV,LOT SIZE,TOT SQFT,LIV SQFT,YEAR BUILT,CONST,DESIGN1,DESIGN2,HEAT,COOLING,GAR SPACES,PARKING,GAR DESC,DINING,EXT FEAT,FLOORS,INT FEAT,LOT DESC,POOL2,POOL DIM,ROOF,OTHER ROOM,SEWER,VIEW,WATER,WINDOWS,SUBD INFO,EST TAXES,SPA,POOL1,MSTR BATH,STYLE,SHORT SALE,REO,BLDG UNITS,COMPLEX UNITS,UNIT FLOOR LOC,TOTAL FLOORS,SUBDIVISION INFO,SECURITY INFO,RESTRICTIONS,FEE DESCRIPTION,ASSOC FEE PAID PER,MAINT CHARGE,LAND LEASE,REC LEASE,ASSOCIATION FEE,MIN LEASE,MAINT INCL,DEVELOPMENT NAME,COMPLEX,UNIT #,ROOF,PUBLIC REMARKS,EXPECTED CLOSING DATE,APPROX LOT SIZE,ZIP CODE,PHOTO COUNT,WITHDRAWN DATE,EXPIRATION DATE,PENDING DATE,OFF MARKET DATE,SALE TERMS,DAYS ON MARKET,COUNTY,APN,ENTRY DATE,SELLER CONTRIBUTIONS (Y/N),SELLER CONTRIBUTIONS ($) 
A10587373,Active,2210 Alton Rd,3,4,0,2250000,,12/17/2018 12:00:00 AM,,Miami Beach,SUNSET LAKE AMD Pl,7500,3817,3406,2018,New Construction,Attached,Two Story,Central Heat,Central Cooling,2,Covered Parking,,,Deck,Concrete Floors,"Cooking Island, Volume Ceilings, Walk-In Closets",Less Than 1/4 Acre Lot,Other,10x10,,Family Room,Municipal Sewer,Golf View,Municipal Water,Impact Glass,SUNSET LAKE AMD Pl,12920,,True,,R31-Pool Only,False,False,,,,,No Subdiv/Park Info,,Other Restrictions,,,,,,,,,,,,,"Brand new construction two-story Miami Beach estate features 3,817 square ft of comfortable living space, high end finishes, white oak floors and state-of-the-art appliances. Its guest house and pool are perfect additions for individuals who enjoy entertaining. Located within walking distance to the vibrant, culinary, and culture-driven Sunset Harbour neighborhood and the Miami Beach Golf Course.",,,33140,18,,,,,,301,Miami-Dade County,02-32-27-008-1150,12/17/2018 5:02:52 PM,,
F10197605,Active,2835 Fairgreen Dr,5,5,1,2200000,,10/03/2019 12:00:00 AM,,Miami Beach,Fairgreen Amd 02,12000,4900,4729,1933,"Cbs Construction, Other Construction",,"Two Story, Mediterranean",Other,"Ceiling Fans, Central Cooling, Other",0,"Circular Drive, Guest Parking, Rv/Boat Parking",,"Breakfast Area, Formal Dining, Other","Deck, Fence, Open Balcony, Other, Storm/Security Shutters","Other Floors, Tile Floors, Wood Floors","First Floor Entry, Built-Ins, Closet Cabinetry, Fireplace, Split Bedroom, Vaulted Ceilings, Walk-In Closets",1/4 To Less Than 1/2 Acre Lot,"Below Ground Pool, Other",15X30,,"Den/Library/Office, Family Room, Garage Converted, Separate Guest/In-Law Quarters, Maid/In-Law Quarters, Other, Storage Room, Utility/Laundry In Garage",Municipal Sewer,"Garden View, Other View, Pool Area View",Municipal Water,"Blinds/Shades, Other Windows",Fairgreen Amd 02,29066,True,True,"Dual Sinks, Separate Tub & Shower, Whirlpool/Spa",R31-Pool Only,False,False,,,,,Other Subdiv/Park Info,,No Restrictions,,,,,,,,,MIAMI BEACH,,,,"Desirable Mid Beach Pool Home close to South Beach, Community Park, Lincoln Road and the golf course.  The home has been converted to a 4 Bedroom  4.5 bathrooms with 2 bonus rooms!  This home can easily be converted back to a 5 bedroom 5.5 Bath plus a garage.  Modern kitchen with granite countertops, stainless steel appliances, and plenty of cabinetry.  Formal living room and a formal dinning room. Fireplace and Built Ins.  1st floor has a Maid/In-Law Quarters! Fireplace and Built Ins.  2nd floor is your private master suite with a sitting area, walk in closet, and private terrace overlooking the pool area.  The 12,000sq ft lot has an abundance of space for entertaining inside and out.  Great tree lined street walking distance to the beach!",,,33140,56,,,,,,11,Miami-Dade County,02-32-27-002-0240,10/03/2019 10:43:02 PM,,
A10158511,Active,106 W 4th Ct,4,2,1,2190000,,10/04/2016 12:00:00 AM,,Miami Beach,Hibiscus Island Resub,9500,2400,2400,1945,Cbs Construction,Detached,"One Story, Mediterranean","Central Heat, Electric Heat","Ceiling Fans, Central Cooling, Electric Cooling",0,"Circular Drive, Driveway",,"Breakfast Area, Dining/Living Room, Snack Bar/Counter","Exterior Lighting, Fruit Trees, High Impact Doors, Open Porch","Tile Floors, Wood Floors","First Floor Entry, Built-Ins, Closet Cabinetry, Pantry, Split Bedroom, Walk-In Closets, Wet Bar",Less Than 1/4 Acre Lot,,,,"Attic, Family Room, Media Room, Storage Room, Utility Room/Laundry",Municipal Sewer,Other View,Municipal Water,"Blinds/Shades, Drapes & Rods, High Impact Windows",Hibiscus Island Resub,11656,False,False,"Combination Tub & Shower, Separate Tub & Shower, Whirlpool/Spa",R30-No Pool/No Water,False,False,,,,,"Gate Guarded, Public Road",,Other Restrictions,,Monthly,,,,0,,,,,,,"This totally renovated and updated home has all the top of the line appliances and features you dream of having Sub Zero, DCS and Bosch. The Kitchen, Master Suite , Master Bath and Closet that will be unmatched in any house in this price range. The house sits prestigious guard gated Hibiscus Island with a Park & Tennis Courts. A large corner lot with room for a large pool and is perhaps the greenest on the island with avocado, mango and banana trees. Five minutes from South Beach and Downtown.",,,33139,10,,,,,,1105,Miami-Dade County,02-32-32-005-0530,10/04/2016 12:34:06 PM,,
A10700536,Active,1520 W 22nd St,3,3,0,2180000,,07/02/2019 12:00:00 AM,,Miami Beach,SUNSET ISLANDS-ISLAND NO,7200,2291,2560,1938,Other Construction,Attached,"Other, Substantially Remodeled",Central Heat,Central Cooling,0,Driveway,,,Barbeque,"Marble Floors, Parquet Floors",Fireplace-Decorative,Less Than 1/4 Acre Lot,,,,Maid/In-Law Quarters,Other Sewer,Garden View,Other,Impact Glass,SUNSET ISLANDS-ISLAND NO,25368,,False,"Bidet, Dual Sinks, Separate Tub & Shower",R30-No Pool/No Water,False,False,,,,,Gate Guarded,,Other Restrictions,,Monthly,,,,2000,,,,,,,"Elegant home located on the guard gated Sunset Island IV. Enter through the grand entryway with fireplace into a sun flooded open format living room-bar area featuring sliding impact windows leading to the tropical backyard setting perfect for entertaining. Pool plans included. This one-of-kind 3 bed/ 3 bath + Maid room is tastefully renovated with luxurious Italian marble throughout and Duravit with Hansgröhe fixtures in bathrooms. Layout is perfect for any type of buyer. 2,560sf as per owner. Partial seller financing available.",,,33140,26,,,,,,104,Miami-Dade County,02-32-28-001-2160,07/02/2019 1:40:04 PM,,
A10713876,Active,120 Venetian Way,4,3,0,2150000,,07/27/2019 12:00:00 AM,,Miami Beach,RIVO ALTO AMD,7500,3342,3124,1940,Concrete Block Construction,Attached,Two Story,Electric Heat,Central Cooling,0,Driveway,,Dining/Living Room,"Exterior Lighting, Extra Building/Shed, Fence, High Impact Doors, Room For Pool",Wood Floors,"First Floor Entry, Cooking Island, Fireplace, Volume Ceilings, Walk-In Closets",Less Than 1/4 Acre Lot,,,,"Family Room, Glassed Porch, Storage Room",Municipal Sewer,Garden View,Municipal Water,High Impact Windows,RIVO ALTO AMD,23709,,False,Combination Tub & Shower,R30-No Pool/No Water,False,False,,,,,"Sidewalks, Street Lights, Underground Utilities",,No Restrictions,,,,,,,,,,,,,"Located on Rivo Alto, the eastern most Venetian Island, this stunning home has been renovated to perfection.  Enter into the double height living room with fireplace and wood flooring and the open floor plan leads you to an open dining room and a new kitchen with Compac Quartz countertops. A substantial addition features a new family room with floor to ceiling windows. Other upgrades include large master suite, new roof and AC system, recessed LED lighting, alarm system with yard security cameras, impact windows and doors. The re-landscaped yard offers perimeter hedges, a circular travertine driveway with motorized gates and a separate structure for laundry and storage.  All located walking distance from shops and restaurants in Sunset Harbor and only minutes from downtown Miami.",,60x125,33139,27,,,,,,79,Miami-Dade County,02-32-33-001-0830,07/27/2019 5:54:45 PM,,
A10659110,Active,2350 Prairie Ave,5,3,1,2099000,,04/18/2019 12:00:00 AM,,Miami Beach,Mid Golf Sub,10400,4552,3970,1930,Stucco Exterior Construction,Detached,Two Story,Zoned Heat,Zoned Cooling,1,Driveway,Detached,,"Deck, Fence, Fruit Trees, Patio, Screened Porch","Tile Floors, Wood Floors",Other Interior Features,Less Than 1/4 Acre Lot,Below Ground Pool,0x0,,"Cottage, Den/Library/Office, Family Room, Florida Room, Great Room, Separate Guest/In-Law Quarters, Guest House",Municipal Sewer,Other View,Municipal Water,,Mid Golf Sub,4050,,True,Combination Tub & Shower,R31-Pool Only,False,False,,,,,Other Subdiv/Park Info,,No Restrictions,,,,,,,,,Mid Golf Sub,,,,"Historic gem nestled on Miami Beach's picturesque Prairie Avenue features many architectural details, including unique Art Deco era plaster work, wood floors recreated in original patterns downstairs, and original hardwood upstairs. The enclosed sunroom has stunning original terrazzo tile floors & oversized windows flooding the home with light and tropical landscaping. A ½ bath just off the library was designed by mosaic artist Carlos Alves. The updated kitchen offers custom Italian lacquer cabinetry, plenty of storage & state of the art appliances. 4 oversized bedrooms upstairs & 2 large bathrooms. The expansive deck & lush pool area inspire total relaxation. A separate guest house includes kitchen & is perfect for guests or to rent for additional income.",,10400,33140,46,,,,,,179,Miami-Dade County,02-32-27-006-0320,04/23/2019 9:45:06 AM,,
A10726666,Active,1535 Bay,3,3,1,2035000,,08/20/2019 12:00:00 AM,,Miami Beach,15 Bay Road Residences,,,2300,2018,New Construction,,,"Central Heat, No Heat","Central Cooling, Electric Cooling",2,"2 Or More Spaces, Covered Parking",Attached,Dining/Living Room,"Deck, High Impact Doors, Open Balcony",Other Floors,"Built-Ins, Cooking Island, Elevator, Fire Sprinklers, Other Interior Features",,,,,,,,,,15 Bay Road Residences,24822,,,,T52-Townhouse Condo,False,False,3,3,1,3,,"Complex Fenced, Elevator Secure, Fire Alarm, Other Security","Ok To Lease, Other Restrictions",,Monthly,1108,0,0,0,,,,15 Bay Road Residences,,,"Each residence features 3 beds/3.5 baths/2,300 int sqft & over 3,300 total sqft. The open floor plan is perfect for entertaining with high ceilings & a dramatic floating staircase. The interior layout & finishes offer a seamless elegant style that is interconnected with South Beach Living. The living spaces also contain expansive glass windows bringing the unique neighborhood inside with a clear view. The townhouse features 3 Levels of efficiently laid out living space, Gated and secured parking with 2 covered spaces, Private elevator, Private rooftop deck with Pool, Porcelain floors, Bosch appliances, Security cameras. 15 Bay Road Residences is also the only townhouse community in the area in which each house has it's own private roofdeck and private pool.",,,33139,25,,,,,,55,Miami-Dade County,02-32-33-016-0090,08/20/2019 1:18:46 PM,,
A10578934,Active,1415 Sunset Harbour Dr,3,3,0,2000000,,12/03/2018 12:00:00 AM,,Miami Beach,,,2420,2420,1997,Cbs Construction,,,Central Heat,Central Cooling,2,"2 Or More Spaces, Covered Parking, Guest Parking",Attached,"Breakfast Area, Snack Bar/Counter","Patio, Privacy Wall, Screened Balcony",Tile Floors,"First Floor Entry, Built-Ins, Closet Cabinetry, Cooking Island, Skylight",,,,,,,,,Blinds/Shades,,25054,,,"Dual Sinks, Separate Tub & Shower, Whirlpool/Spa",T52-Townhouse Condo,False,False,,,1,2,,"Guard At Site, Tv Camera, Unit Alarm",Ok To Lease,,Monthly,1361,0,0,1361,,,THE THS AT SUNSET HA,THE THS AT SUNSET HARBOUR,107,,"Remodeled 2-story waterfront townhouse in the hottest neighborhood of South Beach – Sunset Harbour! Rare find! This beautiful residence has an attached 2-car garage and a large, private waterfront patio. The first floor features an open-concept floor plan with a custom-built high-end kitchen, bright living room & dining room, formal entry foyer, full bath, & a storage. The second floor has 2 large beds with sitting rooms, one easily convertible into a 3rd bedroom. The master suite is oversized, & features sitting room, private terrace overlooking the water & the marina, high ceilings, built-in closet, & luxurious bath w/steam shower & Jacuzzi. Residence is located next to many great restaurants, bars, gyms, stores, & the Sunset Harbour Marina. Residence enjoy Olympic size waterfront pool.",,,33139,40,,,,,,315,Miami-Dade County,02-32-33-060-0470,12/03/2018 12:33:35 PM,,
A10596160,Active,121 4th san marino terrace,3,2,1,1990000,,01/08/2019 12:00:00 AM,,Miami Beach,ANDRESS RESUB,,2118,,1936,Concrete Block Construction,Attached,One Story,Electric Heat,Central Cooling,2,"Covered Parking, Driveway",,"Dining/Living Room, Eat-In Kitchen","Deck, Extra Building/Shed","Marble Floors, Wood Floors","Cooking Island, French Doors, Walk-In Closets",Less Than 1/4 Acre Lot,,,,Family Room,Municipal Sewer,None,Municipal Water,,ANDRESS RESUB,24756,,False,"Bidet, Dual Sinks",R30-No Pool/No Water,False,False,,,,,"Laundry Facilities, Spa/Hot Tub",,No Restrictions,,Monthly,,,,0,,,Venetian Islands,,,,"This beautiful remodeled home is sitting on a UNIQUE corner lot in the prestigious San Marino Island ( 231 F front facing two streets with a huge patio/backyard to enjoy) . Upon entry to this 3 Bed / 2.5 Bath home you are greeted by an abundance of natural light, lush green foliage and an open floor plan to seamlessly connect the indoor & outdoor living spaces. Enjoy a spacious mater suite with jetted tub and access to a private terrace with jacuzzi. Open chef's kitchen with viking appliances. The home comes fully equipped with SONOS connected system inside and out. APPROVED PLANS for a new construction house. Live in this amazying house and build a new one. New house plans from a famous Italian architect are offered to buyer LOCATION LOCATION LOCATION",,,33139,41,,,,,,279,Miami-Dade County,02-32-32-004-0030,01/08/2019 5:12:05 PM,,
A10611132,Active,1701 Michigan Ave,3,3,0,1950000,,02/02/2019 12:00:00 AM,,Miami Beach,PALM VIEW SUB,11250,2545,2120,1941,Stucco Exterior Construction,Detached,Two Story,Central Heat,"Ceiling Fans, Central Cooling",1,"Driveway, Guest Parking, Slab/Strip",Attached,Dining/Living Room,"Awnings, Exterior Lighting, Fence","Ceramic Floor, Marble Floors, Other Floors","Second Floor Entry, Closet Cabinetry, Foyer Entry, French Doors, Other Interior Features, Pantry, Chandelier To Be Replaced, Vaulted Ceilings, Volume Ceilings, Walk-In Closets",Less Than 1/4 Acre Lot,Below Ground Pool,0x0,,Utility/Laundry In Garage,Municipal Sewer,Garden View,Municipal Water,Awning,PALM VIEW SUB,33728,,True,2 Master Bathrooms,R31-Pool Only,False,False,,,,,Street Lights,,Other Restrictions,,,,,,,,,,,,,"Amazing Location. Centrally located just steps away from everything South Beach has to offer— Lincoln Road, Shopping, Movie theater, Restaurants, Sunset Harbour, Jackie Gleason Theater, Weekend farmer’s market, and the beach. This corner oversized lot features a two-story 3 bedroom, 3 bathroom residence complete with spacious backyard and sizable pool, perfect for entertaining. Home has been stylishly updated, & includes 1 car garage plus bonus room. Property is fully fenced in, with an option of installing hedges for increased privacy.  Have the Best of both worlds with a property that sits right along the border of a residential only low-traffic neighborhood and the heart of all the action! ***Also Multi-Family Development Opportunity*** (zoned accordingly)",,,33139,29,,,,,,254,Miami-Dade County,02-32-34-004-0620,02/02/2019 9:39:23 AM,,
A10584396,Active,2502 Prairie Ave,4,4,1,1900000,,12/01/2018 12:00:00 AM,,Miami Beach,Mid Golf Sub,10400,3469,3469,1950,Cbs Construction,Detached,One Story,Central Heat,Central Cooling,1,Other Parking,Attached,"Eat-In Kitchen, Formal Dining","Fence, Patio","Terrazzo Floors, Wood Floors","First Floor Entry, Built-Ins, Fireplace, Foyer Entry, Handicap Accessible, Walk-In Closets",Less Than 1/4 Acre Lot,Below Ground Pool,0,,"Den/Library/Office, Great Room",Municipal Sewer,Golf View,Municipal Water,"Bay Window, Jalousie",Mid Golf Sub,5261,,True,"Dual Sinks, Separate Tub & Shower",R31-Pool Only,False,False,,,,,"Other Subdiv/Park Info, Paved Road, Sidewalks",,No Restrictions,,,,,,,,,,,,,"Beautiful Art Deco 4 bedroom 4 1/2 bathroom- pool, very spacious corner lot house, hard wood floors, curved windows overlooking the golf and park, walking distance to Lincoln Rd, convention center & the beaches.  Fenced back yard with a nice pool, in-law convertible quarters (can be made part of the house or kept private) this house located in the most desirable location, can be nicely remodeled or you can build a super modern new multimillion dollar house.!  subject to lease RENTED at $5,00.00 per month (year lease through November 31, 2019) by appointment only, DO NOT DISTURB THE TENANTS.",,,33140,26,,,,,,317,Miami-Dade County,02-32-27-006-0450,12/11/2018 10:53:42 AM,,
A10750024,Active,1339 Flamingo Way,4,3,0,1895000,,10/07/2019 12:00:00 AM,,Miami Beach,ALTON BEACH BAY FRONT RE-,5000,1943,1943,1940,Concrete Block Construction,Detached,One Story,Other,Other,1,Driveway,,,Room For Pool,Ceramic Floor,First Floor Entry,Less Than 1/4 Acre Lot,,,,No Additional Rooms,Municipal Sewer,None,Municipal Water,,ALTON BEACH BAY FRONT RE-,11707,,False,,R30-No Pool/No Water,False,False,,,,,No Subdiv/Park Info,,No Restrictions,,,,,,,,,,,,,"Sunny South Beach 4 bedroom 3 bathroom home located on a quiet block. This spruced up home sits on a rare single family home street in the Bay area of South Beach. Peaceful, yet steps away from the much loved cafes, shops etc. on Alton Rd. Renovation includes the 3 full bathrooms, kitchen, flooring - Fresh and ready to move into. Conserved details in the living room, den, and dining areas include  a fireplace and built-in open shelving. The spacious backyard has a built out bbq area and allows room for pool and more. Ample closet space, and a clean garage, for added storage space.",,,33139,12,,,,,,7,Miami-Dade County,02-32-33-016-0290,10/07/2019 6:57:28 PM,,
A10700562,Active,1415 Sunset Harbour Dr,3,3,0,1875000,,06/28/2019 12:00:00 AM,,Miami Beach,Townhomes at Sunset,,2420,2420,1997,Other Construction,,,Central Heat,Central Cooling,2,2 Or More Spaces,Attached,,Deck,Wood Floors,"First Floor Entry, Closet Cabinetry",,,,,,,,,,Townhomes at Sunset,10356,,,,T52-Townhouse Condo,False,False,,,1,2,,Private Guards,Other Restrictions,,Monthly,1252,0,0,1252,,,Townhomes at sunset,Townhomes at sunset,109,,"Rarely available 2 story waterfront townhome located in the heart of the bustling Sunset Harbour neighborhood. High ceilings and an abundance of natural light pour through this 3 bed/3 bath residence. Features include: hardwood floors, stainless steel appliances, built in closets, attached 2 car garage, large terraces and a private, oversized waterfront patio. Enjoy living in the guard-gated Sunset Harbour Townhomes w/ the finest amenities including full use of Sunset Harbour’s Olympic size waterfront pool & full service marina located just steps away from world-class restaurants, shopping, fitness studios, and more!",,,33139,17,,,,,,108,Miami-Dade County,02-32-33-060-0490,07/02/2019 5:30:02 PM,,
A10721147,Active,200 E RIVO ALTO DR,3,3,0,1850000,,08/09/2019 12:00:00 AM,,Miami Beach,RIVO ALTO AMD,7500,2956,2956,1946,Cbs Construction,Attached,One Story,"Central Heat, Electric Heat, Reverse Cycle Unit","Central Cooling, Electric Cooling",2,Covered Parking,,"Formal Dining, Snack Bar/Counter","Deck, Exterior Lighting, Extra Building/Shed, Fence, High Impact Doors, Screened Porch, Storm/Security Shutters","Terrazzo Floors, Wood Floors","Built-Ins, Cooking Island, Fireplace, Handicap Accessible, Laundry Tub, Walk-In Closets, Wet Bar",Less Than 1/4 Acre Lot,Below Ground Pool,25x15,,Family Room,Municipal Sewer,Pool Area View,Municipal Water,"Drapes & Rods, High Impact Windows, Impact Glass, Other Windows",RIVO ALTO AMD,38755,True,True,"Dual Sinks, Shower Only",R31-Pool Only,False,False,,,,,"No Subdiv/Park Info, Public Road, Street Lights, Underground Utilities, Whirlpool",,"No Restrictions, Ok To Lease",,,,,,,,,,,,,"A zen-inspired tropical enclave on the beloved Venetian Islands of Rivo Alto. Award-winning Designer renovated this to perfection, the home has been featured in Architectural Digest. Too many interior upgrades to list in this versatile 3 bedroom plus den floor plan! The meticulously manicured grounds provide the ultimate private setting for poolside lounging. NEW ROOF, CARPETS, AND AIR CONDITION UNITS. 200 East Rivo Alto is THE address for your most discerning client! Closest to Lincoln Rd or Sunset Harbor makes this the most desirable of all Venetian Island homes.",,,33139,25,,,,,,66,Miami-Dade County,02-32-33-001-0860,08/09/2019 10:42:12 AM,,
A10703276,Active,110 Venetian Way.,3,3,0,1849000,,07/08/2019 12:00:00 AM,,Miami Beach,SAN MARINO ISLAND,7200,2920,2920,1954,Cbs Construction,Detached,One Story,"Central Heat, Electric Heat","Central Cooling, Electric Cooling",0,"Driveway, Pavers",,"Eat-In Kitchen, Snack Bar/Counter","Exterior Lighting, Fence, Other",Marble Floors,"First Floor Entry, Other Interior Features, Vaulted Ceilings, Walk-In Closets","Less Than 1/4 Acre Lot, East Of Us 1",,,,Other,Municipal Sewer,Garden View,Municipal Water,Impact Glass,SAN MARINO ISLAND,18426,False,False,Dual Sinks,R30-No Pool/No Water,False,False,,,,,"Other Subdiv/Park Info, Sidewalks, Street Lights",,Other Restrictions,,Monthly,,,,0,,,SAN MARINO ISLAND,,,,"Built new from the slab up in 2014 with the highest quality materials.  Miele appliances, Energy Star Rated 3-zone air conditioning, large commercial-grade impact windows.  Enjoy a 1,000 SF master bedroom!! Possible fourth bedroom. Where better to enjoy the endless summer of South Beach then this chic Venetian Islands Bungalow. Perfect for the stylish urbanite who want to enjoy every moment, or the fun family who wants to make memories in this perfect home.",,60.000x120,33139,28,,,,,,98,Miami-Dade County,02-32-32-003-0730,07/08/2019 5:16:34 PM,,
A1750807,Active,2201 COLLINS AV,1,1,0,1849000,,02/19/2013 12:00:00 AM,,Miami Beach,,,948,948,2009,Cbs Construction,,,"Central Heat, Electric Heat","Central Cooling, Electric Cooling",1,Covered Parking,Attached,Dining/Living Room,Open Balcony,Marble Floors,"Built-Ins, Walk-In Closets",,,,,,,,,Sliding,,23916,,,"Bidet, Dual Sinks, Separate Tub & Shower",C43-Condo-Hotel,False,False,,,3,0,,"Doorman, Lobby Secured",Ok To Lease,,Monthly,1752,0,0,0,,,W SOUTH BEACH,W SOUTH BEACH,329,,"Trendy and chic W South Beach! Direct ocean 1/1, NE corner. Offered fully furnished. For the sophisticated buyer that appreciates a full-service condo, with pools, spa, beach services, excellent restaurants and many other amenities! Walking distance to the best South Beach has to offer. 24-hour notice to show please.",,,33139,16,,,,,,2419,Miami-Dade County,02-32-34-218-3210,02/20/2013 1:10:00 PM,,
A10678132,Active,2121 Lucerne Ave,4,5,0,1800000,,05/23/2019 12:00:00 AM,,Miami Beach,SUNSET ISLANDS-ISLAND NO ,7200,0,0,1938,Concrete Block Construction,Attached,Two Story,Central Heat,Central Cooling,2,Driveway,,,"None, Patio",Other Floors,First Floor Entry,Less Than 1/4 Acre Lot,Heated,13x33,,Maid/In-Law Quarters,Municipal Sewer,None,Municipal Water,,SUNSET ISLANDS-ISLAND NO ,18388,,True,,R31-Pool Only,False,False,,,,,Gate Guarded,,Other Restrictions,,,,,,,,,,,,,"7200 sqft corner lot on the remarkable Sunset Island 4!  Active buliding permits have been approved for your beautiful Mid Century Modern  2 story dream home. 4 bedrooms, POOL, over 3800 sqft of living space- large outdoor terraces.  Price is for land value only.  Live walking distance to all Sunset has to offer from fitness centers, fine dining, super markets, shopping, night life and so much more!  A chance to live the Miami Beach lifestyle in one of the most sought after locations on Sunset Islands! BEAUTIFUL AND SPECTACULAR REDESIGN BY TOGU- redesign not yet approved (Renderings in photos of property) CONSTRUCTION STATUS: Completed piles and foundation, and rough plumbing underground.",,,33140,22,,,,,,144,Miami-Dade County,02-32-28-001-2140,05/23/2019 10:12:28 AM,,
A10584019,Active,3193 Royal Palm Ave,3,2,2,1799000,,12/14/2018 12:00:00 AM,,Miami Beach,ORCHARD SUB NO 1,7500,2736,2736,1930,"Concrete Block Construction, Cbs Construction",Detached,"Two Story, Substantially Remodeled",Electric Heat,"Ceiling Fans, Central Cooling",0,"Driveway, Guest Parking",,"Dining/Living Room, Eat-In Kitchen, Formal Dining","Barbeque, Exterior Lighting, Fence, Open Porch","Marble Floors, Terrazzo Floors","First Floor Entry, Cooking Island, Fireplace, French Doors, Walk-In Closets",Less Than 1/4 Acre Lot,"Below Ground Pool, Heated",20X40,,"Den/Library/Office, Family Room, Florida Room",Municipal Sewer,None,Municipal Water,Blinds/Shades,ORCHARD SUB NO 1,20037,,True,"Dual Sinks, Separate Tub & Shower",R31-Pool Only,False,False,,,,,No Subdiv/Park Info,,No Restrictions,,,,,,,,,,,,,"Welcome to this beautiful Art Deco Masterpiece by Murray Dixon, a prominent Art Deco architect of several Sobe hotels like The Victor, The Raleigh, and The Tides. Perfectly sited on a corner lot, this gated home offers a beautifully landscaped yard with heated saltwater pool and expansive space for entertaining. The home’s original 1937 facade has been faithfully restored along with the original terrazzo floors. Completely renovated, down to the electrical and plumbing. High ceilings, a Chef’s kitchen, and impact doors & windows. The luxurious master suite opens to a 1,000 SF sundeck for total relaxation. This spacious home currently is a 3 BR 4BA and can be expanded with approved plans for a 4th BR and extra large master suite. The home is walking distance to the beach and 41st street.",,,33140,24,,,,,,304,Miami-Dade County,02-32-27-001-0590,12/14/2018 3:55:16 PM,,
A10737741,Active,185 S Hibiscus Dr,4,3,0,1795000,,02/18/2019 12:00:00 AM,,Miami Beach,HIBISCUS ISLAND,9500,3008,2758,1957,Cbs Construction,Detached,One Story,Central Heat,"Ceiling Fans, Central Cooling",0,Circular Drive,,"Breakfast Area, Formal Dining",Fence,"Carpeted Floors, Marble Floors","First Floor Entry, Built-Ins, Closet Cabinetry, Foyer Entry, French Doors, Walk-In Closets",Less Than 1/4 Acre Lot,Below Ground Pool,0,,"Den/Library/Office, Media Room",Municipal Sewer,"Garden View, Pool Area View",Municipal Water,,HIBISCUS ISLAND,10600,,True,Shower Only,R31-Pool Only,False,False,,,,,"Community Tennis Courts, Gate Guarded, Security Patrol, Street Lights",,"Ok To Lease With Res, Other Restrictions",,,,,,,,,,,,,"Welcome home in exclusive Hibiscus Island. Spacious living areas with 3 bedrooms & 3 baths plus office/den (4th bedroom) in this magnificent family home. Travertine marble floors from Italy and carpeted rooms, formal living and dining, family/media room, eat-in kitchen with stainless steel appliances, granite countertops, double ovens and wine cooler. Sizable master boasts walk-in closet with built-ins. Oversized, corner lot. Enjoy the shimmering pool, covered patio and lush yard, excellent for entertaining. It’s luxury living at its best and easy to show! One of Miami Beach's most sought-after, guarded communities.",,,33139,33,,,,,,238,Miami-Dade County,02-32-32-005-0230,09/11/2019 11:44:10 AM,,
A10683217,Active,230 N Hibiscus Dr,3,2,0,1795000,,05/31/2019 12:00:00 AM,,Miami Beach,HIBISCUS ISLAND,9576,1785,1532,1945,"Concrete Block Construction, Pre-Cast Concrete Construction",Detached,One Story,Central Heat,Central Cooling,1,"Driveway, Other Parking",,,"Deck, Fence","Carpeted Floors, Marble Floors, Terrazzo Floors, Wood Floors","First Floor Entry, Built-Ins, Fireplace, French Doors, Vaulted Ceilings, Volume Ceilings",Less Than 1/4 Acre Lot,,,,"Den/Library/Office, Florida Room, Media Room",Municipal Sewer,Garden View,Municipal Water,,HIBISCUS ISLAND,23744,,False,,R30-No Pool/No Water,False,False,,,,,Card/Electric Gate,,No Restrictions,,Yearly,,,,500,,,,,,,"Prime Location on restored Hibiscus Island 9,500 + SF corner property with charming & updated home. Ideal to use “As Is” & eventual re-development. This three bedroom, two full baths single story home features updated & impeccably maintained kitchen and bathrooms, with hardwood floors throughout as well as large walk-in closets.  Bring your toothbrush, move-in ready. The existing home is immaculate, with Hurricane-impact windows & fresh landscaping with plenty of space for pool & parking.",,,33139,27,,,,,,136,Miami-Dade County,02-32-32-005-0330,06/06/2019 3:41:21 PM,,
